,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
HMGB1P4,6.96611552,-0.087944133,0.06529169,-1.346942201,0.177998849,0.562306502
HMGB1P40,0.469536003,-0.321253693,0.305828312,-1.05043804,0.293516764,0.734117409
HMGB1P42,0.710941701,0.061112178,0.161232995,0.37903022,0.704665423,0.999996842
HMGB1P45,1.719498059,-0.077999938,0.101529654,-0.768247846,0.442339953,0.888952002
HMGB1P46,0.066901093,0.12017889,0.845428799,0.142151403,0.886960417,0.999996842
HMGB1P47,0.102019613,-0.049722778,0.535738672,-0.092811627,0.926053214,0.999996842
HMGB1P48,0.792095147,-0.012897663,0.120633694,-0.106915922,0.914855682,0.999996842
HMGB1P49,0.259213807,-0.061177947,0.296475964,-0.206350446,0.836517176,0.999996842
HMGB1P5,1064.188299,0.01429755,0.027209633,0.525459114,0.599264069,0.999996842
HMGB1P50,0.394785452,-0.000883585,0.181426362,-0.004870215,0.996114146,0.999996842
HMGB1P51,0.125071473,-0.105544118,0.49153237,-0.214724654,0.829982,0.999996842
HMGB1P6,1.17788344,0.085784413,0.184032384,0.466137593,0.641117016,0.999996842
HMGB1P7,0.759901237,-0.147094486,0.131790898,-1.116120217,0.264370679,0.694668536
HMGB1P8,7.640175075,0.023743347,0.048994179,0.484615679,0.627948989,0.999996842
HMGB2,1466.539163,0.008725486,0.025153525,0.346889205,0.728674557,0.999996842
HMGB2P1,0.11863061,0.105175423,0.986375644,0.106628163,0.915083975,0.999996842
HMGB3,3394.512816,0.121591902,0.044934099,2.706005102,0.0068098,0.071855414
HMGB3P1,0.06402178,-0.006470329,1.090937423,-0.005930981,0.995267789,0.999996842
HMGB3P10,0.045480188,0.067577695,1.641969403,0.041156489,0.967171141,0.999996842
HMGB3P11,45.4603478,0.019778111,0.055961485,0.353423633,0.723770871,0.999996842
HMGB3P12,0.33154683,0.150797431,0.172184021,0.875792252,0.381142983,0.834052983
HMGB3P13,50.70732934,-0.043285938,0.058471767,-0.740287826,0.459125366,0.905357974
HMGB3P14,0.071747657,-0.062810365,0.898939668,-0.069871613,0.944295848,0.999996842
HMGB3P15,16.42402555,0.034063849,0.067139382,0.507360186,0.611902116,0.999996842
HMGB3P16,5.758212544,0.034497908,0.064422205,0.535497156,0.592306124,0.999996842
HMGB3P17,572.7724569,-0.060925658,0.08179679,-0.74484167,0.456367441,0.902358201
HMGB3P18,1.393970576,0.253792947,0.109192901,2.32426233,0.020111438,0.148848076
HMGB3P19,1.251685803,0.049199794,0.250975517,0.196034238,0.844583368,0.999996842
HMGB3P2,0.841541749,0.133224454,0.285742862,0.466238958,0.641044466,0.999996842
HMGB3P20,1.259656131,0.144952249,0.184019201,0.787701761,0.430871175,0.877645735
HMGB3P21,24.25970264,0.121150706,0.105503468,1.148310176,0.25084054,0.674968643
HMGB3P22,1.083788666,0.155605778,0.10928932,1.423796744,0.154505319,0.519275161
HMGB3P23,0.239049465,-0.028251916,0.202983562,-0.139183272,0.889305327,0.999996842
HMGB3P24,0.495802102,-0.188127473,0.30864083,-0.609535275,0.542169699,0.971260035
HMGB3P26,8.084036419,0.0507853,0.057384243,0.885004267,0.37615433,0.828791319
HMGB3P27,0.021196026,-0.019604477,1.669917312,-0.011739789,0.990633219,0.999996842
HMGB3P3,0.283318564,-0.113157039,0.224686734,-0.50362136,0.61452748,0.999996842
HMGB3P30,2.249302513,0.203659448,0.258499751,0.787851621,0.430783502,0.87763476
HMGB3P31,0.831067474,-0.003495411,0.178865921,-0.019542071,0.984408675,0.999996842
HMGB3P32,0.232807964,0.067482761,0.451738862,0.149384449,0.881250282,0.999996842
HMGB3P4,0.586072512,0.021234769,0.128331441,0.165468169,0.868575502,0.999996842
HMGB3P6,0.06031161,-0.01558803,0.718274647,-0.021702047,0.982685631,0.999996842
HMGB3P7,0.134764954,-0.223301755,0.519294955,-0.430009484,0.667188742,0.999996842
HMGB3P8,1.143910663,-0.012071856,0.145168887,-0.08315732,0.933726449,0.999996842
HMGB3P9,8.954404517,0.139401004,0.091471779,1.523978286,0.127514136,0.467404755
HMGB4,1846.530693,0.040515979,0.04226893,0.958528604,0.337796275,0.787823215
HMGCL,1650.166983,0.019097965,0.037932708,0.503469593,0.614634153,0.999996842
HMGCLL1,29.75154247,-0.079184791,0.100359004,-0.789015308,0.430103059,0.877437899
HMGCR,5551.079036,0.000867429,0.018729009,0.046314726,0.963059402,0.999996842
HMGCS1,1069.021335,-0.103705783,0.076577801,-1.354253863,0.1756554,0.558186735
HMGCS2,0.97894431,0.005439052,0.137804237,0.039469413,0.96851614,0.999996842
HMGN1,815.9707384,0.038100591,0.063854283,0.59668027,0.550720868,0.977982349
HMGN1P10,1.726164155,-0.014942013,0.089516942,-0.166918274,0.867434354,0.999996842
HMGN1P11,0.240277161,0.010662854,0.266323573,0.040037216,0.968063456,0.999996842
HMGN1P12,0.078304129,-0.029645744,3.100614311,-0.009561248,0.992371344,0.999996842
HMGN1P13,6.525677859,0.111029683,0.110055361,1.008853015,0.313045131,0.759032747
HMGN1P14,0.949451124,0.19801622,0.12926148,1.531904323,0.125546047,0.463297972
HMGN1P15,0.790210165,-0.01629902,0.172252151,-0.094623029,0.924614257,0.999996842
HMGN1P16,5.492731857,0.098523859,0.05726296,1.720551263,0.085332284,0.367196886
HMGN1P17,9.781383867,0.032428974,0.073732981,0.439816398,0.66007009,0.999996842
HMGN1P18,9.403684047,0.120127161,0.068047501,1.765342725,0.077506183,0.347055354
HMGN1P19,39.28527248,0.145018831,0.064742099,2.239946413,0.025094402,0.172993513
HMGN1P2,0.15028685,-0.17316666,0.55523979,-0.311877252,0.755133811,0.999996842
HMGN1P20,0.186414413,0.436806233,0.350673997,1.245619113,0.212904262,0.6190906
HMGN1P24,2.726689529,0.326471414,0.092084903,3.545330466,0.000392121,0.009791265
HMGN1P26,0.934602218,-0.375966644,0.39699695,-0.94702653,NA,NA
HMGN1P28,0.06483617,0.027205573,1.17232008,0.023206609,0.981485467,0.999996842
HMGN1P3,0.239804575,0.001998974,0.468858469,0.004263491,0.996598237,0.999996842
HMGN1P30,0.765125383,0.012755365,0.209975058,0.06074705,0.95156066,0.999996842
HMGN1P32,2.112866325,0.168249578,0.140363141,1.198673509,0.230654923,0.646920652
HMGN1P33,7.606026196,-0.020887244,0.140350935,-0.148821551,0.881694445,0.999996842
HMGN1P34,0.439560807,0.036236464,0.292514948,0.123879016,0.901411068,0.999996842
HMGN1P35,1734.389745,-0.018883592,0.03506206,-0.538576237,0.590179288,0.999996842
HMGN1P36,0.506297634,0.20090195,0.259591368,0.773916144,0.438980382,0.885100715
HMGN1P37,0.125358976,0.053510962,0.445186567,0.120198959,0.904325542,0.999996842
HMGN1P38,0.300847844,0.09540747,0.212269953,0.449462908,0.653097759,0.999996842
HMGN1P5,0.275599349,-0.067962737,0.351811204,-0.193179569,0.846818339,0.999996842
HMGN1P6,0.068949672,0.071138722,1.048204907,0.067867191,0.945891356,0.999996842
HMGN1P7,5.893269336,0.122812075,0.072671192,1.689969177,0.091033852,0.382173819
HMGN1P8,0.045107265,0.036138699,0.931704587,0.038787722,0.969059634,0.999996842
HMGN1P9,5.401758028,0.075104632,0.061226112,1.226676494,0.219944206,0.630637239
HMGN2,4265.868352,-0.007061631,0.042963259,-0.164364424,0.869444268,0.999996842
HMGN2P10,0.037074316,-0.045490004,1.072886205,-0.042399654,0.966180104,0.999996842
HMGN2P11,0.170662548,0.02400341,0.298103653,0.080520347,0.935823414,0.999996842
HMGN2P13,1.234624872,0.087019169,0.233095522,0.37331978,0.708910457,0.999996842
HMGN2P15,104.6437638,0.135624468,0.081792221,1.658158521,0.097285474,0.398652633
HMGN2P16,0.52741462,0.329486679,0.198113487,1.663120891,0.096288239,0.396098406
HMGN2P17,0.694357447,-0.039683215,0.125703612,-0.315688741,0.752238773,0.999996842
HMGN2P18,0.308086208,0.083613969,0.194716641,0.429413575,0.667622276,0.999996842
HMGN2P19,0.081579624,0.009482004,0.501290367,0.018915193,0.984908759,0.999996842
HMGN2P20,0.335259352,0.11106907,0.17399628,0.638341639,0.523251312,0.95653503
HMGN2P21,0.207783414,-0.083916835,0.219846884,-0.381705821,0.702679582,0.999996842
HMGN2P22,1.4677393,0.340849655,0.167916692,2.029873567,0.042369393,0.241978308
HMGN2P23,114.4803952,0.090290014,0.047968123,1.882292001,0.05979638,0.295959487
HMGN2P24,0.159176624,-0.059438303,0.334398261,-0.177747045,0.858921637,0.999996842
HMGN2P25,0.494182922,0.935658446,0.278387241,3.360996155,0.000776619,0.016102639
HMGN2P26,0.026247279,0.023115499,1.597100528,0.014473415,0.988452288,0.999996842
HMGN2P27,1.160711888,0.029511671,0.123602277,0.238763169,0.811289231,0.999996842
HMGN2P28,23.37408485,0.030622593,0.06956404,0.440207225,0.659787028,0.999996842
HMGN2P3,5.19121741,-0.132817572,0.067745694,-1.960531567,0.049933692,0.266261087
HMGN2P30,1.827154335,0.255921095,0.1103033,2.320158096,0.020332327,0.149963095
HMGN2P31,4457.887397,0.064025466,0.042724656,1.498560119,0.133987785,0.479028943
HMGN2P32,1.807695117,0.121711301,0.099175871,1.227226944,0.219737305,0.630257361
HMGN2P34,68.82758545,-0.07490247,0.051306861,-1.459891869,0.144319794,0.499537091
HMGN2P35,0.967071493,0.080426149,0.120329131,0.668384685,0.503888069,0.940817129
HMGN2P36,2.569265901,0.194525922,0.144640037,1.344896797,0.178658565,0.563385739
HMGN2P38,2.091231691,-0.361851077,0.143644808,-2.519068275,0.011766584,0.103272969
HMGN2P39,0.537963065,-0.085320206,0.141447431,-0.603193746,0.546379807,0.975296558
HMGN2P4,2.354681925,0.084394996,0.091352826,0.923835637,0.355571898,0.807830142
HMGN2P40,0.069296505,-0.015317881,0.838405117,-0.018270262,0.985423251,0.999996842
HMGN2P41,9.871675684,0.044365222,0.054045095,0.820892656,0.411707414,0.862624952
HMGN2P46,0.096596978,-0.009009339,0.891188344,-0.010109355,0.991934039,0.999996842
HMGN2P47,0.970266171,0.223576885,0.131833125,1.695908262,0.089903255,0.379376903
HMGN2P6,0.136966286,0.007963509,0.764015962,0.010423224,0.991683621,0.999996842
HMGN2P7,10.45062199,0.182692916,0.17937756,1.01848256,0.308448685,0.75320856
HMGN2P8,0.074093058,0.148933013,1.096800849,0.135788565,0.891988432,0.999996842
HMGN2P9,21.22441696,0.009224393,0.065361562,0.141128712,0.887768262,0.999996842
HMGN3,317.1325132,-0.22203756,0.081091091,-2.738125205,0.006179055,0.067650295
HMGN3P1,0.420993734,0.015057921,0.17050291,0.088314744,0.929626521,0.999996842
HMGN4,6014.742943,0.237557147,0.057791023,4.11062367,3.95E-05,0.001735449
HMGN5,1843.462338,0.016857702,0.023332716,0.722492086,0.469991989,0.914758641
HMGXB3,5784.658052,-0.073597456,0.033071235,-2.225422032,0.02605292,0.17746648
HMGXB4,9489.420422,-0.111567957,0.028054288,-3.976859378,6.98E-05,0.00272148
HMHB1,2252.626988,-0.058381641,0.045485081,-1.283533849,0.199305109,0.597334361
HMMR,4797.965663,0.018194888,0.024007696,0.757877302,0.44852444,0.894894303
HMMR.AS1,0.432484484,-0.077499086,0.180666307,-0.428962581,0.667950456,0.999996842
HMOX1,891.272403,0.010923775,0.06316318,0.172945303,0.862694422,0.999996842
HMOX2,1300.122737,0.040048318,0.033473854,1.196405957,0.231538178,0.648145488
HMSD,6.721275305,-0.016638743,0.098460419,-0.168989156,0.865805171,0.999996842
HMX1,0.232457976,-0.140813661,0.344180447,-0.409127427,0.68244615,0.999996842
HMX2,6.513393789,0.037476355,0.068793256,0.544767859,0.585913187,0.999996842
HMX3,11.7155465,-0.012891389,0.087292345,-0.147680631,0.882594818,0.999996842
HNF1A,1509.213208,0.010515041,0.063221834,0.166319765,0.867905313,0.999996842
HNF1B,18.28236631,0.35427611,0.301339432,1.17567126,0.239726267,0.659870146
HNF4A,15.06307703,-0.243343646,0.147963687,-1.644617344,0.100048748,0.405906655
HNF4A.AS1,0.083303002,-0.016690551,0.81966145,-0.020362737,0.983754009,0.999996842
HNF4GP1,1.874831752,0.091677357,0.121916423,0.751968888,0.452069769,0.898834043
HNMT,427.5511381,-0.009119866,0.029332507,-0.310913296,0.755866536,0.999996842
HNRNPA0,2825.240134,0.008475985,0.033260075,0.254839627,0.798846968,0.999996842
HNRNPA1,411.9927046,0.06989628,0.038062495,1.836355689,0.066305069,0.315102309
HNRNPA1L2,7268.136256,-0.048417602,0.027108363,-1.786076194,0.074086922,0.33793458
HNRNPA1P10,112.4627095,0.138986512,0.04294169,3.236633504,0.001209486,0.022044434
HNRNPA1P11,37.96729679,0.181161942,0.056171352,3.225166118,0.001258996,0.022674899
HNRNPA1P12,1.051529291,-0.079599735,0.099761973,-0.797896566,0.424930516,0.873498823
HNRNPA1P13,23.33313953,0.159636,0.073129158,2.18293229,0.029040797,0.189830269
HNRNPA1P14,38.98421013,0.144479371,0.088010946,1.641606844,0.100671508,0.407370597
HNRNPA1P15,0.785431859,0.273552097,0.137167167,1.994297194,0.046119586,0.25497255
HNRNPA1P16,196.4574338,0.164433707,0.048464573,3.392864047,0.00069166,0.014851987
HNRNPA1P17,0.185522491,0.083882619,0.341732544,0.245462776,0.806098127,0.999996842
HNRNPA1P18,2.023681391,0.021463541,0.193866136,0.110713205,0.911843775,0.999996842
HNRNPA1P2,3.803449182,-0.091998702,0.117720703,-0.781499764,0.434508615,0.880553749
HNRNPA1P20,17.85484893,0.136620912,0.092882648,1.47089811,0.141318674,0.493725585
HNRNPA1P21,14.57083716,-0.029299686,0.072915961,-0.401828155,0.6878105,0.999996842
HNRNPA1P22,6.117932929,0.08321145,0.098859902,0.841710828,0.399949836,0.852059623
HNRNPA1P23,2.352496216,0.138813174,0.105795172,1.312093654,0.189488537,0.58137092
HNRNPA1P24,1.639710606,0.029682936,0.099979243,0.296890986,0.766549738,0.999996842
HNRNPA1P25,0.77803852,0.106283583,0.142744032,0.744574617,0.456528918,0.90252434
HNRNPA1P26,5.367868511,-0.029051802,0.08574031,-0.338834815,0.734734172,0.999996842
HNRNPA1P27,5.716057803,-0.042692678,0.07936596,-0.537921773,0.590631056,0.999996842
HNRNPA1P28,1.919850721,0.060082905,0.13262698,0.453021738,0.650533089,0.999996842
HNRNPA1P29,0.733657772,-0.022964382,0.246184645,-0.093281131,0.925680222,0.999996842
HNRNPA1P3,0.223267624,-0.168392775,0.772109085,-0.218094539,0.827355453,0.999996842
HNRNPA1P30,0.870898232,0.033071251,0.119578971,0.276564107,0.782114829,0.999996842
HNRNPA1P31,0.73779007,-0.019835143,0.127585525,-0.155465464,0.876454379,0.999996842
HNRNPA1P32,1.172558815,0.07145979,0.072654223,0.983560043,0.325331879,0.771699189
HNRNPA1P33,0.11851889,-0.041572897,0.530196524,-0.078410355,0.937501637,0.999996842
HNRNPA1P35,0.524599184,0.002766953,0.13964095,0.019814768,0.984191137,0.999996842
HNRNPA1P36,2.940947762,0.377651871,0.104262648,3.622120482,0.000292198,0.007973971
HNRNPA1P37,0.095223393,0.148964808,0.680377023,0.218944501,0.82669328,0.999996842
HNRNPA1P38,0.076471446,-0.00565868,0.885297081,-0.006391843,0.994900082,0.999996842
HNRNPA1P4,0.348723579,0.012631574,0.30598911,0.041281124,0.967071781,0.999996842
HNRNPA1P40,0.409402418,0.018039842,0.197754897,0.09122324,0.927315209,0.999996842
HNRNPA1P41,1.753493052,0.082858774,0.088504819,0.936206359,0.34916695,0.800667643
HNRNPA1P42,1.765822203,-0.399435691,0.192998552,-2.069630509,0.038486959,0.227552892
HNRNPA1P43,5.646853381,0.09085313,0.115317599,0.787851381,0.430783643,0.87763476
HNRNPA1P44,0.184662542,0.090294879,0.3992939,0.226136384,0.821095347,0.999996842
HNRNPA1P45,1.429257441,0.147362946,0.19982879,0.737446023,0.460851156,0.906683168
HNRNPA1P46,0.552867359,0.099730113,0.20584339,0.484495095,0.628034544,0.999996842
HNRNPA1P47,31.69217303,-0.101141847,0.066544593,-1.519910808,0.128533394,0.469124073
HNRNPA1P48,0.844326561,-0.04694838,0.225814544,-0.207906805,0.835301736,0.999996842
HNRNPA1P49,0.085717109,0.037765073,0.69167996,0.054599057,0.95645789,0.999996842
HNRNPA1P5,27.37970885,0.334369313,0.075511207,4.428075333,9.51E-06,0.000624761
HNRNPA1P50,0.065997373,0.112698539,1.174125084,0.095985121,0.923532389,0.999996842
HNRNPA1P51,0.329396435,0.134639491,0.17541148,0.767563736,0.442746414,0.889410938
HNRNPA1P52,0.117152859,-0.074727552,0.358070248,-0.208695229,0.834686165,0.999996842
HNRNPA1P53,8.681345762,-0.164679352,0.084407051,-1.951014174,0.05105536,0.269484111
HNRNPA1P54,0.528518246,0.102172468,0.262568892,0.389126324,0.697182702,0.999996842
HNRNPA1P55,10.64858702,0.206866662,0.602288421,0.343467771,NA,NA
HNRNPA1P57,0.448557481,0.0790906,0.163760229,0.482965864,0.629119974,0.999996842
HNRNPA1P58,200.4813739,0.041381888,0.056298599,0.735042933,0.462313348,0.907711302
HNRNPA1P59,0.861706003,-0.139790301,0.234320729,-0.596576761,0.550789991,0.977982349
HNRNPA1P6,0.44423363,0.081446367,0.212810818,0.38271723,0.701929438,0.999996842
HNRNPA1P60,4.967234124,-0.103075999,0.132975874,-0.775148122,0.438252139,0.884601782
HNRNPA1P61,243.6730613,-0.036324008,0.035948444,-1.010447293,0.31228104,0.757994253
HNRNPA1P62,6.168208479,-0.140968441,0.147643305,-0.954790608,0.339683598,0.789853613
HNRNPA1P63,185.7890964,0.156325787,0.060012527,2.604885953,0.009190485,0.087328339
HNRNPA1P64,0.161406432,-0.066115353,0.492253497,-0.134311597,0.893156183,0.999996842
HNRNPA1P65,256.1493229,0.022254861,0.03997106,0.556774359,0.577681605,0.995970611
HNRNPA1P66,0.512009529,0.238642905,0.369271849,0.646252633,0.518115758,0.952175937
HNRNPA1P67,2.144728017,-0.041239875,0.077282087,-0.533627866,0.593599025,0.999996842
HNRNPA1P68,3.683173486,0.040038961,0.099101211,0.404020902,0.686197349,0.999996842
HNRNPA1P69,0.014366556,0.010218731,2.57860423,0.003962892,0.996838078,0.999996842
HNRNPA1P7,9.550511057,0.452544035,0.174176909,2.598186163,0.009371767,0.088473732
HNRNPA1P70,81.16600785,0.11042957,0.043198936,2.55630299,0.010579096,0.096334449
HNRNPA1P71,4.988302288,0.264193846,0.098719593,2.676204783,0.007446113,0.076671938
HNRNPA1P72,0.456479049,-0.001044633,0.420979676,-0.002481434,0.998020104,0.999996842
HNRNPA1P73,1.95734785,0.080178076,0.105526601,0.759790189,0.447380008,0.894140446
HNRNPA1P74,0.222684343,0.117586826,0.344457069,0.341368596,0.732826113,0.999996842
HNRNPA1P8,0.221429589,0.013485152,0.516405253,0.026113507,0.979166804,0.999996842
HNRNPA1P9,1.838529642,-0.249449135,0.265846414,-0.938320482,0.348079737,0.799115338
HNRNPA2B1,1502.826834,0.044874292,0.0272782,1.645060571,0.099957321,0.405796036
HNRNPA3,49.84654293,0.658049686,0.128914106,5.10455919,3.32E-07,4.77E-05
HNRNPA3P1,0.17671192,-0.068252265,0.277984295,-0.245525617,0.806049476,0.999996842
HNRNPA3P10,0.069050821,0.003078368,0.760291859,0.004048929,0.996769431,0.999996842
HNRNPA3P11,0.825921465,0.433021178,0.222052713,1.950082812,0.05116625,0.269835113
HNRNPA3P12,4.783530067,0.087648618,0.092298251,0.949623818,0.342303432,0.792536839
HNRNPA3P13,0.029995847,-0.011524159,2.189685746,-0.005262928,0.99580081,0.999996842
HNRNPA3P14,0.240269315,0.128504353,0.314330698,0.408818971,0.682672517,0.999996842
HNRNPA3P15,2.118838528,0.091712899,0.12583882,0.728812454,0.466116392,0.911424732
HNRNPA3P16,0.200929449,0.016137818,0.336087096,0.048016774,0.961702875,0.999996842
HNRNPA3P2,2.157099238,-0.013047311,0.094074882,-0.138690696,0.889694571,0.999996842
HNRNPA3P3,159.1783567,0.122207063,0.367931983,0.3321458,NA,NA
HNRNPA3P4,41.79791366,0.251212727,0.062195876,4.039057621,5.37E-05,0.002192221
HNRNPA3P5,1.054731389,0.030699901,0.122266989,0.251089038,0.801745271,0.999996842
HNRNPA3P6,3.178970392,0.004001228,0.102379397,0.03908236,0.968824725,0.999996842
HNRNPA3P7,0.198912855,0.074171816,0.326511146,0.22716473,0.820295652,0.999996842
HNRNPA3P8,0.952312369,0.216408917,0.160818871,1.345668676,0.178409393,0.563094579
HNRNPA3P9,0.536448048,0.096886437,0.171838228,0.563823533,0.572874235,0.992679421
HNRNPAB,174.5853783,0.178183552,0.039921926,4.463300441,8.07E-06,0.000556479
HNRNPABP1,0.039949224,-0.027509732,1.85733156,-0.014811428,0.988182623,0.999996842
HNRNPC,6981.557113,-0.045342914,0.031236582,-1.451596537,0.146613822,0.504659906
HNRNPCL1,47.07883856,-0.184181876,0.111310408,-1.65466896,0.097991667,0.400232818
HNRNPCL2,1.297061061,-0.068723301,0.155596604,-0.441676098,0.658723608,0.999996842
HNRNPCL3,10.96285346,-0.022664085,0.078710427,-0.287942599,0.773390678,0.999996842
HNRNPCL4,106.0022103,0.413706219,0.089823896,4.605747909,4.11E-06,0.000332575
HNRNPCP1,0.483653409,0.06627332,0.186476846,0.355397044,0.722292163,0.999996842
HNRNPCP10,10.30114952,0.095459997,0.088687902,1.076358724,0.281766855,0.718611345
HNRNPCP2,0.47648986,0.121414744,0.364603324,0.33300504,0.739130479,0.999996842
HNRNPCP3,3.834421939,-0.012681904,0.091736936,-0.13824207,0.890049107,0.999996842
HNRNPCP4,11.47833454,0.149622722,0.052778861,2.834898663,0.004584022,0.055315241
HNRNPCP6,0.944202634,0.232767395,0.148181124,1.570830278,0.116222077,0.442580759
HNRNPCP7,22.18063026,0.012025477,0.095862466,0.1254451,0.900171185,0.999996842
HNRNPCP8,29.04675827,0.282674459,0.402325369,0.702601628,NA,NA
HNRNPCP9,2.677649319,-0.150450098,0.105282421,-1.429014431,0.153000086,0.516122455
HNRNPD,1906.718913,-0.008357577,0.061398253,-0.136120769,0.891725809,0.999996842
HNRNPDL,24.78199138,0.010507908,0.064068034,0.164011712,0.869721924,0.999996842
HNRNPDLP1,0.666307848,-0.070865748,0.149431499,-0.474235676,0.635331856,0.999996842
HNRNPDLP2,0.217271814,0.044717174,0.205629021,0.217465285,0.827845758,0.999996842
HNRNPDLP3,0.181462822,-0.105945392,0.394008629,-0.268891045,0.788013529,0.999996842
HNRNPDLP4,0.535038888,0.05188592,0.184650046,0.280995979,0.778713484,0.999996842
HNRNPDP2,0.413812186,0.133966235,0.180278042,0.743108995,0.457415694,0.903613124
HNRNPF,1621.859783,0.036168302,0.034728819,1.041449221,0.297667109,0.739629454
HNRNPFP1,13.41098883,0.036606509,0.050641165,0.722860705,0.469765467,0.914572355
HNRNPH1,248.7680744,-0.068423107,0.057589798,-1.188111585,0.234789451,0.653178657
HNRNPH1P2,1.206179391,-0.356242483,0.140059683,-2.543504839,0.010974654,0.098498574
HNRNPH1P3,1.807221088,-0.096880105,0.099209875,-0.976516751,0.328808451,0.775930242
HNRNPH2,102.4651833,-0.024209397,1.314362432,-0.018419118,NA,NA
HNRNPH3,1298.089659,-0.013194158,0.029843471,-0.442112044,0.658408129,0.999996842
HNRNPH3P1,0.078582859,0.036611929,0.585467488,0.062534521,0.950137172,0.999996842
HNRNPK,246.019594,-0.07441958,0.094717208,-0.785702846,0.432041595,0.878405845
HNRNPKP1,0.125294007,0.087369772,0.71848835,0.121602212,0.903214062,0.999996842
HNRNPKP2,0.837963332,-0.099333772,0.150130643,-0.661648881,0.508196273,0.944192645
HNRNPKP3,14.69622113,0.016656053,0.084480424,0.19715873,0.843703326,0.999996842
HNRNPKP4,126.8505843,-0.003504961,0.084511246,-0.041473313,0.966918568,0.999996842
HNRNPKP5,0.205475892,0.069167291,0.756467121,0.091434629,0.927147247,0.999996842
HNRNPL,8435.743093,-0.046661691,0.03852373,-1.211245391,0.225801371,0.640399508
HNRNPLL,43.02162343,0.237496103,0.081098345,2.92849507,0.003406072,0.045204813
HNRNPLP1,0.309985355,-0.288001594,0.364967027,-0.789116751,0.430043772,0.877405754
HNRNPLP2,1.200887299,-0.294676957,0.231760665,-1.271470965,0.20356115,0.603774877
HNRNPM,244.8830153,0.194521087,0.11105581,1.751561552,0.079849229,0.353146648
HNRNPMP1,687.102069,-0.025198956,0.023639962,-1.065947433,0.286447405,0.725309894
HNRNPMP2,6.540644854,0.169863232,0.081591885,2.081864303,0.037354866,0.223873035
HNRNPR,0.20242848,-0.194160244,0.408879299,-0.474859561,0.634887077,0.999996842
HNRNPRP2,0.871776477,0.004277229,0.156115346,0.027397877,0.978142392,0.999996842
HNRNPU,12943.11354,-0.047717807,0.033798498,-1.411832175,0.157999382,0.525682156
HNRNPUL1,1655.670286,0.005393675,0.02644431,0.203963522,0.838382005,0.999996842
HNRNPUL2,0.506508031,0.041380311,0.176098841,0.234983438,0.814221588,0.999996842
HNRNPUL2.BSCL2,143.927496,0.079590975,0.047093855,1.690050111,0.091018368,0.38215471
HNRNPUP1,0.277508494,0.035426317,0.30886687,0.11469769,0.908684745,0.999996842
HOGA1,0.125756222,-0.000693618,0.720257849,-0.000963014,0.999231626,0.999996842
HOMER1,6715.246335,0.022823232,0.031832225,0.71698515,0.47338326,0.916839644
HOMER2,1724.90052,-0.024478334,0.022782565,-1.074432746,0.282628773,0.719759353
HOMER2P1,0.170159966,0.088980926,0.516037077,0.172431265,0.863098494,0.999996842
HOMER2P2,0.125110695,-0.116321135,0.570510804,-0.203889452,0.838439888,0.999996842
HOMER3,1902.175588,0.010117142,0.051403891,0.196816654,0.843971018,0.999996842
HOMER3.AS1,0.657969452,0.026440102,0.125874008,0.210052116,0.833626998,0.999996842
HOMEZ,0.615057546,-0.02903961,0.187271704,-0.155066728,0.876768712,0.999996842
HOOK1,5712.268814,-0.036600165,0.021526896,-1.700206363,0.089092116,0.377101608
HOOK2,2975.786412,0.000951565,0.028790639,0.033051188,0.973633768,0.999996842
HOOK3,2881.43692,-0.065680781,0.027770992,-2.365085873,0.018025891,0.138130006
HOPX,1295.567205,-0.010193974,0.034563449,-0.294935107,0.768043453,0.999996842
HORMAD1,135.8740459,0.05753547,0.061732267,0.932016155,0.351328177,0.802884905
HORMAD2,606.2728543,-0.025385774,0.030940472,-0.820471459,0.411947393,0.862624952
HORMAD2.AS1,0.325412634,0.081865957,0.184536921,0.443629146,0.65731073,0.999996842
HOTAIR,959.3820699,0.142392139,0.047713769,2.984298735,0.002842291,0.039956888
HOTAIRM1,0.260635296,0.067593285,0.306790804,0.220323699,0.825619064,0.999996842
HOTTIP,182.69536,0.214140838,0.081529677,2.626538532,0.008625823,0.084018252
HOXA.AS3,9.47222427,0.09240179,0.102765824,0.899149017,0.368573292,0.821922767
HOXA1,325.8553038,0.263709443,0.096817266,2.723785276,0.006453845,0.069569386
HOXA10,472.1365877,-0.193032671,0.056124674,-3.439354848,0.000583102,0.013058356
HOXA10.AS,0.019494781,-0.010521435,2.727659638,-0.003857312,0.996922318,0.999996842
HOXA11,351.8221572,0.15698441,0.263543159,0.595668694,NA,NA
HOXA11.AS,28.84890624,0.197478208,0.061841428,3.193299591,0.001406569,0.024548603
HOXA13,3475.377013,0.002385103,0.028601776,0.083390025,0.93354142,0.999996842
HOXA2,4682.610761,-0.021858593,0.026515099,-0.824382864,0.409722048,0.86051279
HOXA3,66.8410692,0.156536817,0.072152055,2.16954067,0.03004166,0.19414118
HOXA4,618.220975,0.237140309,0.384706464,0.616418832,NA,NA
HOXA5,3391.516702,0.000359045,0.062636939,0.00573216,0.995426423,0.999996842
HOXA6,303.1674688,0.131061866,0.067452656,1.943020098,0.05201373,0.272154336
HOXA7,114.2122276,0.08633253,0.590810253,0.146125646,NA,NA
