,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RN7SL441P,0.259250402,0.049901373,0.513996328,0.097085077,0.922658831,0.999996842
RN7SL442P,1.021812238,-0.09685901,0.107502461,-0.900993423,0.367591817,0.820843063
RN7SL444P,167.9948726,0.20022984,0.126746851,1.579761851,0.114161415,0.438698106
RN7SL445P,13.44387887,-0.099881759,0.093511894,-1.068118231,0.285467183,0.723666555
RN7SL446P,0.082349384,-0.033486551,0.523059374,-0.064020554,0.94895386,0.999996842
RN7SL447P,4867.924614,0.133975443,0.051032772,2.625282487,0.008657711,0.084195659
RN7SL448P,170.3258842,0.092093955,0.530974949,0.173443127,0.862303128,0.999996842
RN7SL449P,1.091060633,-0.114721521,0.122314849,-0.937919824,0.348285615,0.799339376
RN7SL44P,0.085898537,0.044770929,0.585357495,0.076484763,0.939033436,0.999996842
RN7SL451P,16.66314918,0.011160461,0.059596631,0.187266645,0.851451574,0.999996842
RN7SL452P,10.91556103,0.046717609,0.39491677,0.118297353,NA,NA
RN7SL453P,162.6512462,0.447808564,0.112446664,3.9824086,6.82E-05,0.002667615
RN7SL454P,0.820090119,0.077834153,0.143176362,0.543624323,0.586700018,0.999996842
RN7SL455P,77.23663884,0.00146753,0.048035011,0.030551263,0.975627411,0.999996842
RN7SL456P,11.3838917,0.032820514,0.049452595,0.663676269,0.506897531,0.943365172
RN7SL457P,11.44944141,-0.167982112,0.219768999,-0.764357632,0.44465415,0.891327799
RN7SL459P,0.130382327,-0.03706982,0.676435631,-0.054801696,0.956296449,0.999996842
RN7SL45P,1.982129341,0.685684423,0.121143378,5.660106504,1.51E-08,4.13E-06
RN7SL460P,23.39251141,0.265324658,0.072393822,3.665017979,0.000247321,0.00707999
RN7SL461P,0.115453062,-0.249928032,0.620662887,-0.402679196,0.687184241,0.999996842
RN7SL462P,32.51877751,0.118194766,0.054444417,2.170925351,0.029936816,0.193694466
RN7SL464P,1.575801762,-0.464873091,0.192387605,-2.416335979,0.015677588,0.125442232
RN7SL465P,1.586162088,0.065227914,0.09535699,0.684039149,0.493950445,0.93343079
RN7SL466P,0.126548564,0.01923898,0.378156069,0.050875768,0.959424515,0.999996842
RN7SL468P,2.690582583,-0.368813928,0.24118105,-1.52919945,0.126215007,0.464689228
RN7SL469P,14.90251077,0.056531768,0.050308511,1.123701873,0.261139522,0.689551999
RN7SL470P,18.27039617,0.182528368,0.059555261,3.064857147,0.00217774,0.033419416
RN7SL471P,0.772617973,-0.192839921,0.166787545,-1.156200969,0.247598963,0.671702977
RN7SL472P,0.27685184,0.017159786,0.248591294,0.069028107,0.944967247,0.999996842
RN7SL473P,6.903702054,0.118276171,0.068181251,1.734731605,0.082788356,0.360990541
RN7SL475P,1.517027851,-0.085477162,0.140151864,-0.609889585,0.541934952,0.9711381
RN7SL477P,0.182705146,0.013239204,0.528255683,0.025062115,0.980005419,0.999996842
RN7SL478P,74.26168281,-0.27196201,0.111961403,-2.42906932,0.015137638,0.122354113
RN7SL479P,0.192952569,0.19980212,0.637119836,0.313602103,0.753823262,0.999996842
RN7SL47P,0.187245501,-0.005167596,0.304335866,-0.016979912,0.986452642,0.999996842
RN7SL480P,8.533515806,0.10704704,0.080930973,1.322695568,0.185936638,0.576085526
RN7SL481P,9.840434282,-0.022630662,0.12238469,-0.18491416,0.853296365,0.999996842
RN7SL483P,6.623090769,0.097750304,0.066629891,1.46706385,0.142358687,0.495903289
RN7SL484P,0.204019755,0.089055806,0.302651103,0.294252375,0.768565062,0.999996842
RN7SL487P,0.856576703,0.192193092,0.252457694,0.761288312,0.44648488,0.893071948
RN7SL488P,0.096417988,-0.142720336,0.788202258,-0.181070701,0.856312081,0.999996842
RN7SL489P,23.22942125,0.021464595,0.051464844,0.417072973,0.676625033,0.999996842
RN7SL48P,0.033294276,-0.001179406,2.648625347,-0.00044529,0.99964471,0.999996842
RN7SL491P,0.263289135,-0.105033712,0.220825104,-0.47564208,0.634329391,0.999996842
RN7SL492P,346.2698802,0.046695319,0.03730829,1.251607063,0.210713079,0.615819647
RN7SL493P,10.7713444,0.047859177,0.063941911,0.748478979,0.4541713,0.90015423
RN7SL494P,0.289932958,-0.104586079,0.195528098,-0.534890278,0.592725731,0.999996842
RN7SL495P,4.008017837,-0.083456977,0.076052058,-1.097366442,0.272481237,0.70589885
RN7SL496P,866.9103919,0.064346423,0.029587846,2.174758617,0.02964821,0.192505046
RN7SL497P,0.323864156,0.114675197,0.220853276,0.519237019,0.603595467,0.999996842
RN7SL498P,12.40832342,0.055980082,0.051374841,1.089640004,0.275871754,0.710392621
RN7SL49P,2.813462818,-0.043689672,0.154944295,-0.281970184,0.777966373,0.999996842
RN7SL4P,2.848250814,-0.136558554,0.134989535,-1.01162326,0.31171822,0.757423059
RN7SL502P,4.073484183,-0.014661043,0.074050745,-0.197986441,0.843055672,0.999996842
RN7SL503P,154.7242643,0.063004268,0.08837663,0.712906428,0.475903661,0.918593131
RN7SL505P,0.042960774,-0.117929983,1.580578573,-0.074611908,0.940523499,0.999996842
RN7SL507P,4.764630134,0.922289245,0.180271596,5.116109601,3.12E-07,4.51E-05
RN7SL508P,9.027782592,-0.10073053,0.06980404,-1.443047286,0.149007151,0.508399418
RN7SL509P,1.543956139,0.520782306,0.147355975,3.534178418,0.000409045,0.010098439
RN7SL50P,0.089184492,-0.033448693,0.677158414,-0.049395669,0.96060398,0.999996842
RN7SL510P,0.164368248,-0.151948733,0.313530347,-0.48463804,0.627933125,0.999996842
RN7SL513P,0.354527865,-0.157797275,0.210795622,-0.74857947,0.45411071,0.900124105
RN7SL516P,1.376658537,0.052207024,0.122184302,0.427280948,0.669174708,0.999996842
RN7SL517P,0.893061802,0.005918289,0.130137885,0.045477067,0.963727054,0.999996842
RN7SL518P,0.086641717,0.040790719,0.56546237,0.07213693,0.942492937,0.999996842
RN7SL519P,0.354853663,-0.219655392,0.19274518,-1.139615486,0.254446531,0.679885487
RN7SL51P,3.282730406,0.031630887,0.731396601,0.043247244,0.965504445,0.999996842
RN7SL520P,0.26858829,0.120590158,0.458469942,0.263027401,0.792529459,0.999996842
RN7SL521P,0.094349506,0.1703044,1.819406503,0.09360437,0.925423438,0.999996842
RN7SL523P,0.652252554,-0.094511869,0.125829249,-0.751112081,0.452585206,0.899356163
RN7SL524P,0.282357763,-0.092999173,0.251388515,-0.369942012,0.711425697,0.999996842
RN7SL525P,11.04543429,-0.038763677,0.075336216,-0.514542397,0.606872827,0.999996842
RN7SL526P,0.060769257,-0.048341724,1.333780599,-0.036244135,0.971087694,0.999996842
RN7SL52P,311.0178685,0.03490794,0.046595215,0.749174355,0.453752124,0.899986766
RN7SL530P,1.575727515,0.204371543,0.14822739,1.378770437,0.167965544,0.544587229
RN7SL531P,2.357413768,-0.092383691,0.127927071,-0.722159047,0.470196699,0.914902382
RN7SL535P,0.662132082,0.077974057,0.271381821,0.287322329,0.773865527,0.999996842
RN7SL536P,0.258734705,-0.129352467,0.269427392,-0.480101394,0.631155297,0.999996842
RN7SL538P,23.42579274,0.226885977,0.189485334,1.197380144,0.231158419,0.647502887
RN7SL539P,14.8483168,0.209376177,0.097309657,2.151648494,0.03142505,0.200210841
RN7SL541P,24.07236858,0.109305633,0.049169706,2.223028001,0.026213912,0.178181204
RN7SL542P,1.889689662,0.037312123,0.123026716,0.303284719,0.761672891,0.999996842
RN7SL543P,10.85847094,0.148646131,0.055527633,2.676975843,0.007428999,0.076518253
RN7SL544P,0.063591408,0.194273338,0.756703949,0.256736256,0.797382381,0.999996842
RN7SL545P,255.2470466,0.085937435,0.052220491,1.645665023,0.099832744,0.405556224
RN7SL546P,0.030863359,0.030908004,1.351180354,0.022874818,0.981750128,0.999996842
RN7SL549P,17.95845867,0.079533987,0.074409573,1.06886767,0.285129302,0.723062397
RN7SL551P,0.054867669,-0.105086174,0.94455093,-0.111255169,0.911414004,0.999996842
RN7SL552P,241.4381652,0.130938624,0.054857274,2.386896277,0.016991284,0.132585531
RN7SL553P,0.082049666,-0.042491904,0.622871455,-0.06821938,0.945611,0.999996842
RN7SL554P,100.8583439,-0.043998096,0.353266798,-0.124546366,NA,NA
RN7SL555P,0.832939205,-0.197416851,0.193768074,-1.018830645,0.308283374,0.753009426
RN7SL556P,0.074624906,0.089150467,0.492543736,0.181000103,0.856367495,0.999996842
RN7SL558P,0.841386218,-0.73982068,0.265005169,-2.791721692,0.005242843,0.060170486
RN7SL559P,0.414294458,-0.124886222,0.275568619,-0.453194641,0.650408591,0.999996842
RN7SL55P,0.043436583,-0.076267602,3.061598371,-0.024911041,0.980125921,0.999996842
RN7SL560P,0.440144159,0.051767899,0.258981453,0.199890372,0.841566321,0.999996842
RN7SL561P,1.287291093,0.297605367,0.178657137,1.665790526,0.095755144,0.394880688
RN7SL563P,0.710404336,0.247350042,0.419386677,0.589789938,0.555331489,0.981162348
RN7SL564P,0.460685448,0.344032462,0.322277888,1.067502536,0.285744969,0.724108201
RN7SL565P,114.4517671,0.152387704,0.079144832,1.925428346,0.054175792,0.27896812
RN7SL566P,1.873149574,0.105814942,0.112775642,0.938278337,0.348101389,0.799115338
RN7SL567P,0.017103252,-0.014353177,1.827659752,-0.007853309,0.99373403,0.999996842
RN7SL569P,0.284122947,0.077418517,0.400518344,0.193295809,0.846727309,0.999996842
RN7SL571P,0.063356936,-0.028570782,0.640721706,-0.044591563,0.964432868,0.999996842
RN7SL573P,0.451779573,0.056419877,0.1786264,0.315854082,0.752113266,0.999996842
RN7SL575P,4.834222055,-0.05835663,0.120158808,-0.485662527,0.627206456,0.999996842
RN7SL577P,13.25056401,0.003404939,0.065487121,0.051994024,0.958533455,0.999996842
RN7SL578P,11.60478073,0.299223223,0.065014981,4.602373438,4.18E-06,0.00033723
RN7SL57P,18.45146849,0.064798905,0.059222327,1.094163433,0.273883306,0.70800951
RN7SL580P,51.19630157,0.322059032,0.099334058,3.242181377,0.001186185,0.021778706
RN7SL581P,10.21319375,0.016673148,0.134428946,0.124029448,0.901291959,0.999996842
RN7SL582P,0.022065037,-0.013952358,2.220069055,-0.00628465,0.994985608,0.999996842
RN7SL583P,0.138526253,0.05104404,0.639575122,0.079809296,0.936388931,0.999996842
RN7SL584P,0.238481451,-0.05935499,0.363439144,-0.163314798,0.870270583,0.999996842
RN7SL585P,29.21953825,0.006407444,0.05700607,0.112399335,0.910506783,0.999996842
RN7SL586P,0.077043202,0.168779061,0.684699957,0.246500761,0.805294615,0.999996842
RN7SL587P,2.837265216,0.599718675,0.165976612,3.61327218,0.000302357,0.008206364
RN7SL589P,0.216386888,-0.02758314,0.242058914,-0.113952177,0.909275703,0.999996842
RN7SL591P,1.334479978,-0.033101253,0.105052945,-0.315091149,0.752692449,0.999996842
RN7SL592P,2.736372402,-0.130547593,0.103302475,-1.263741197,0.206322933,0.608712727
RN7SL594P,7.072580282,-0.074117586,0.080982364,-0.915231194,0.360070272,0.813182823
RN7SL596P,0.51243514,-0.176467958,0.446450839,-0.39526851,0.692644737,0.999996842
RN7SL597P,0.300742403,0.056936644,0.198975839,0.286148532,0.774764362,0.999996842
RN7SL598P,0.029347112,0.020288632,1.435885321,0.014129702,0.988726504,0.999996842
RN7SL5P,0.021317065,-0.035065903,1.607307288,-0.021816552,0.982594291,0.999996842
RN7SL600P,115.5039904,0.003146095,0.034363629,0.091553041,0.927053162,0.999996842
RN7SL601P,0.207142552,0.058426117,0.363269337,0.160834155,0.872224024,0.999996842
RN7SL602P,3.692367912,0.095628219,0.106768724,0.895657607,0.370435659,0.823187112
RN7SL604P,14.91505732,0.0391489,0.065600266,0.59677959,0.550654546,0.977957479
RN7SL606P,1.711771571,-0.01361423,0.104996892,-0.129663174,0.89683292,0.999996842
RN7SL607P,0.382457848,0.14284546,0.197118382,0.724668389,0.468655492,0.913479716
RN7SL608P,109.6773518,0.088855073,0.057323816,1.5500551,0.121128292,0.453071134
RN7SL60P,0.818846024,0.25595113,0.190554007,1.343194691,0.17920894,0.564577065
RN7SL610P,0.881458992,0.650453036,0.24368871,2.669196434,0.007603297,0.077627352
RN7SL612P,9.538958308,0.197771094,0.066171913,2.988746825,0.002801241,0.039518078
RN7SL614P,0.325404612,-0.057744533,0.261193142,-0.221079819,0.825030283,0.999996842
RN7SL615P,0.181292348,0.243425126,0.486546075,0.500312588,0.616854992,0.999996842
RN7SL616P,3.787517085,-0.045774934,0.08150783,-0.561601679,0.574387436,0.993883878
RN7SL618P,0.04903298,-0.034993812,0.985608369,-0.035504784,0.971677232,0.999996842
RN7SL619P,0.303762478,0.082370803,0.275094014,0.299427828,0.764613632,0.999996842
RN7SL620P,0.022281446,0.008591217,1.247735877,0.006885445,0.994506253,0.999996842
RN7SL621P,25.21049599,0.05144927,0.044521623,1.155601852,0.24784405,0.672153492
RN7SL622P,17.69197531,0.41973646,0.140785616,2.981387395,0.002869456,0.040159054
RN7SL623P,0.933626921,-0.021939273,0.128385636,-0.170885732,0.864313616,0.999996842
RN7SL624P,71.66473059,0.064039108,0.042431569,1.509232619,0.131239347,0.474099937
RN7SL625P,0.056778963,0.09865174,1.468127605,0.067195617,0.946425975,0.999996842
RN7SL627P,8.161898638,0.013021263,0.086239644,0.150989295,0.87998416,0.999996842
RN7SL628P,4.490419474,0.012958913,0.083138444,0.15587149,0.876134319,0.999996842
RN7SL629P,0.148548342,0.017578077,0.345377287,0.05089529,0.959408959,0.999996842
RN7SL62P,141.1875026,0.109865556,0.074526404,1.474182976,0.140432332,0.49200576
RN7SL630P,7.425679733,0.051668388,0.265361138,0.194709703,0.845620216,0.999996842
RN7SL632P,0.698796885,-0.173506307,0.158600056,-1.093986413,0.273960937,0.708106688
RN7SL633P,3.925104884,0.203164468,0.113882287,1.783986553,0.07442585,0.338949827
RN7SL634P,0.494594124,-0.110647961,0.192047188,-0.576149862,0.564513891,0.987460306
RN7SL635P,32.47838057,-0.219915602,0.082442452,-2.667504364,0.00764169,0.077857358
RN7SL636P,0.145859134,-0.031018063,1.005594491,-0.030845498,0.975392755,0.999996842
RN7SL638P,36.81821378,0.01756676,0.038315438,0.458477342,0.646609538,0.999996842
RN7SL63P,1.238808297,0.346720618,0.108184094,3.204913088,0.001351033,0.023877351
RN7SL640P,2.403054112,0.234717105,0.141257769,1.661622624,0.096588464,0.396866424
RN7SL643P,0.152856871,-0.098454904,0.380821831,-0.258532721,0.795995799,0.999996842
RN7SL644P,2.738060283,0.090316943,0.103604039,0.871751175,0.383344135,0.836242241
RN7SL645P,6.917902444,-0.347956635,0.13617175,-2.555277681,0.010610312,0.096513066
RN7SL646P,2.585914877,0.0433431,0.078676598,0.550902066,0.581700811,0.998727811
RN7SL647P,125.2277321,0.081103506,0.060160987,1.348107971,0.177623658,0.561878711
RN7SL648P,0.156466194,-0.125406792,0.595941398,-0.210434772,0.833328356,0.999996842
RN7SL649P,0.34516407,0.219445669,0.182346631,1.203453382,0.228800921,0.645020761
RN7SL650P,0.165533632,-0.050257288,0.378271307,-0.132860428,0.894303763,0.999996842
RN7SL652P,15.39117308,0.660951023,0.11354321,5.821140878,5.84E-09,1.91E-06
RN7SL653P,2.641367841,0.137696743,0.114887836,1.198531961,0.230709988,0.646920652
RN7SL654P,0.532311274,0.170275395,0.253240762,0.672385415,0.501338366,0.939031277
RN7SL655P,0.093013008,-0.103192235,0.504897513,-0.204382539,0.838054574,0.999996842
RN7SL656P,1.457991925,-0.282676825,0.127889537,-2.210320181,0.027082949,0.18215483
RN7SL657P,0.54053762,0.062553954,0.211254484,0.296107106,0.767148288,0.999996842
RN7SL658P,3.461021367,0.813063241,0.175113939,4.643052666,3.43E-06,0.000290582
RN7SL659P,3.683817348,-0.245668907,0.167459906,-1.467031204,0.142367567,0.495903289
RN7SL65P,2.396291473,-0.303706348,0.112092729,-2.709420596,0.006740084,0.071443252
RN7SL663P,1.860240253,0.001297082,0.088930652,0.014585316,0.988363014,0.999996842
RN7SL664P,0.175678427,0.100507431,0.440047247,0.228401455,0.819334159,0.999996842
RN7SL665P,1.48503226,-0.054470175,0.098717877,-0.551776197,0.581101697,0.998317566
RN7SL666P,9.133645828,-0.148151118,0.14685367,-1.008834978,0.313053783,0.759032747
RN7SL667P,159.9210004,0.059806606,0.051534166,1.160523422,0.245835763,0.669308926
RN7SL668P,0.198007002,-0.161670263,0.462426285,-0.349613049,0.726629117,0.999996842
RN7SL66P,4.361245129,0.027861054,0.063333905,0.439907409,0.66000417,0.999996842
RN7SL670P,11.74130067,0.22945895,0.333114942,0.688828154,0.490931416,0.931046517
RN7SL672P,0.47640319,0.266214344,0.167163398,1.592539676,0.111263496,0.432797294
RN7SL673P,21.1854555,-0.07006601,0.057318427,-1.222399389,0.22155663,0.63352463
RN7SL674P,2.851189267,-0.049631767,0.204022134,-0.243266584,0.807798889,0.999996842
RN7SL675P,82.87121636,0.02264363,0.04486781,0.50467429,0.613787622,0.999996842
RN7SL677P,255.5173744,0.007639948,0.232614431,0.032843827,NA,NA
RN7SL678P,0.888714997,-0.069504642,0.17773734,-0.39105256,0.695758386,0.999996842
RN7SL679P,0.194424361,-0.0707437,0.301639719,-0.234530452,0.814573195,0.999996842
RN7SL67P,1.347140735,0.024296039,0.13367766,0.181750934,0.855778192,0.999996842
RN7SL680P,691.7065194,0.062236978,0.036474588,1.706310629,0.08795026,0.375038448
RN7SL681P,0.04066696,-0.047021428,1.149245736,-0.040915034,0.967363632,0.999996842
RN7SL683P,12.47680091,0.050133896,0.058155593,0.862064902,0.388651804,0.840672919
RN7SL684P,0.079553668,0.022348308,0.502418745,0.044481438,0.964520648,0.999996842
RN7SL685P,0.134227661,0.014814755,0.362231435,0.040898591,0.967376741,0.999996842
RN7SL687P,0.351436291,0.03711002,0.231269359,0.160462328,0.872516895,0.999996842
RN7SL688P,0.822468613,-0.088205217,0.220332261,-0.4003282,0.6889148,0.999996842
RN7SL689P,1.21804455,0.021204577,0.125657772,0.168748631,0.865994365,0.999996842
RN7SL68P,0.191853439,-0.069236413,0.391125242,-0.177018524,0.85949384,0.999996842
RN7SL690P,3.842971896,0.157533,0.086977948,1.811183224,0.070112494,0.326320406
RN7SL691P,3.883586531,0.176940228,0.084457895,2.095011109,0.036170005,0.219138827
RN7SL692P,0.456124819,0.121501736,0.173278949,0.701191559,0.483183477,0.924280965
RN7SL693P,2.996612735,-0.160284107,0.091434762,-1.752988724,0.079603943,0.352654242
RN7SL697P,38.61002914,0.160205705,0.120426654,1.330317663,0.18341363,0.571816078
RN7SL698P,0.018226597,-0.00393472,2.005934042,-0.00196154,0.998434918,0.999996842
RN7SL69P,0.299412973,0.039899453,0.205191919,0.194449438,0.845823983,0.999996842
RN7SL700P,0.162782087,-0.021830079,0.686935718,-0.031778925,0.974648353,0.999996842
RN7SL703P,8.103976058,0.176164497,0.104729285,1.682093946,0.092550624,0.386268472
RN7SL704P,2.910684698,-0.074654042,0.114597375,-0.651446353,0.514758397,0.949094157
RN7SL705P,0.316472976,0.012527711,0.298202762,0.042010714,0.966490157,0.999996842
RN7SL706P,22.19892441,0.223491645,0.374015179,0.597546991,NA,NA
RN7SL708P,10.65565833,0.316233,0.086454175,3.65781061,0.000254379,0.007218001
RN7SL709P,0.032575067,-0.023302928,2.86234097,-0.008141213,0.993504323,0.999996842
RN7SL70P,0.031518493,0.018988792,1.589891522,0.011943451,0.990470731,0.999996842
RN7SL711P,0.18025032,0.093525672,0.347855825,0.26886332,0.788034864,0.999996842
RN7SL712P,0.367035795,0.125969632,0.162979057,0.772919139,0.439570237,0.885806676
RN7SL714P,0.171844364,0.16456667,0.461510863,0.35658244,0.721404425,0.999996842
RN7SL715P,120.3798448,-0.022054742,0.043523604,-0.506730601,0.612343856,0.999996842
RN7SL716P,3.572241106,0.128629515,0.088688964,1.450344103,0.146962586,0.505067683
RN7SL718P,291.3682141,-0.050301385,0.073985099,-0.679885346,0.496577061,0.935611777
RN7SL719P,30.43998775,0.2082769,0.069025431,3.01739368,0.002549585,0.037059617
RN7SL720P,0.142406874,0.08505261,0.511088663,0.166414589,0.867830694,0.999996842
RN7SL722P,22.47726332,0.006678111,0.132338211,0.050462455,0.959753868,0.999996842
RN7SL724P,6.453575442,0.00737783,0.065348084,0.112900476,0.910109459,0.999996842
RN7SL725P,6.495117507,0.011747933,0.22787085,0.051555224,0.958883098,0.999996842
RN7SL727P,4.327378682,0.031605739,0.079246918,0.39882609,0.690021352,0.999996842
RN7SL728P,0.016347501,-0.027653919,2.391560471,-0.011563128,0.990774165,0.999996842
RN7SL72P,4.922177978,0.099438011,0.087093267,1.141741654,0.253561421,0.679129648
RN7SL731P,21.82836994,0.080782419,0.054780765,1.474649359,0.140306838,0.49185562
RN7SL732P,0.093155468,-0.055760091,0.859147608,-0.064901643,0.948252312,0.999996842
RN7SL735P,0.638984365,-0.031154854,0.158622723,-0.196408517,0.844290431,0.999996842
RN7SL736P,0.671186316,0.101265742,0.183789591,0.550987364,0.581642337,0.998725517
RN7SL737P,5.204959822,0.08046433,0.077322346,1.040634872,0.29804504,0.740110341
RN7SL738P,6.230498626,0.209715751,0.073778922,2.842488682,0.004476282,0.054409551
RN7SL73P,0.317128961,-0.043822979,0.167734024,-0.261264697,0.793888389,0.999996842
RN7SL740P,50.11596986,0.046453584,0.076006844,0.611176328,0.541082853,0.970357459
RN7SL741P,0.964180067,0.145457622,0.134796133,1.079093433,0.280546078,0.716857672
RN7SL743P,4.478758532,0.020774506,0.08884554,0.233827222,0.815119115,0.999996842
RN7SL745P,0.461240642,0.138454441,0.192086333,0.720792773,0.471037023,0.91562012
RN7SL748P,0.783654553,-0.204998821,0.204892622,-1.000518315,0.317059739,0.762977514
RN7SL749P,2.186806465,0.020240526,0.238007633,0.085041499,0.932228399,0.999996842
RN7SL74P,18.28019123,0.051340874,0.060222964,0.85251324,0.393929293,0.845260265
RN7SL750P,21.92716152,0.168916508,0.095666772,1.765675852,0.077450246,0.3469382
RN7SL751P,4.37352757,0.741501393,0.272599765,2.720110172,0.006526017,0.069980521
RN7SL752P,0.09573088,0.074078474,0.938262837,0.078952796,0.937070169,0.999996842
RN7SL753P,5.13427832,0.057455965,0.078720177,0.729875968,0.465466003,0.910757747
RN7SL754P,0.196483214,-0.017391979,0.297956619,-0.058370842,0.95345324,0.999996842
RN7SL756P,0.409057738,0.352755439,0.324703624,1.086392058,0.277305574,0.712273934
RN7SL757P,4.315608239,0.074409077,0.078555365,0.947218266,0.34352757,0.794006239
RN7SL759P,64.870394,0.498159304,0.432770291,1.151094042,0.249693549,0.674089666
RN7SL75P,0.516593136,0.083177721,0.163234027,0.509561167,0.610358936,0.999996842
RN7SL760P,0.360139847,0.049633248,0.174808043,0.283930004,0.776464022,0.999996842
RN7SL761P,3.227154187,0.114738818,0.095052995,1.207103661,0.227392225,0.642716574
RN7SL762P,11.06616292,-0.053325729,0.267649704,-0.199237018,NA,NA
RN7SL763P,0.513210108,0.071202626,0.217013401,0.32810244,0.742834209,0.999996842
RN7SL764P,3.626413927,0.130476674,0.121247095,1.076122062,0.28187267,0.718723909
RN7SL766P,27.46833794,0.049430448,0.138162783,0.357769629,0.72051572,0.999996842
RN7SL767P,0.035021931,-0.084766673,1.478863373,-0.057318799,0.954291245,0.999996842
RN7SL769P,3.513166978,0.32514951,0.083680258,3.885617916,0.00010207,0.003607847
RN7SL76P,17.10832939,0.016802042,0.086768002,0.193643294,0.846455196,0.999996842
RN7SL771P,3.421965943,-0.053934609,0.082668148,-0.6524231,0.514128267,0.948441325
RN7SL774P,5.271984907,0.256426401,0.213176928,1.202880645,0.229022511,0.64529599
RN7SL776P,0.711846574,0.039014356,0.397338215,0.098189287,0.921781989,0.999996842
RN7SL778P,3.969963184,-0.114174814,0.154120958,-0.740813028,0.458806815,0.905129622
RN7SL77P,0.969190587,0.24949058,0.148018591,1.685535438,0.091885314,0.384435175
RN7SL784P,0.097575731,0.051595425,0.971580856,0.053104612,0.957648557,0.999996842
RN7SL785P,4.310161274,0.140622476,0.120230878,1.169603669,0.2421605,0.663656984
RN7SL786P,1.181490759,-0.093431592,0.117304506,-0.796487664,0.425748643,0.874547933
RN7SL787P,2.216332347,-0.033254865,0.094303866,-0.352635219,0.724361931,0.999996842
RN7SL788P,0.442156621,0.064157918,0.149315354,0.42968065,0.667427961,0.999996842
RN7SL789P,6.846318851,-0.092555773,0.0853297,-1.084684148,0.278061571,0.713324455
RN7SL78P,1.723770421,0.050235218,0.097368474,0.515928981,0.605904012,0.999996842
RN7SL790P,3.357171999,-0.055313813,0.112709378,-0.490764955,0.623592699,0.999996842
RN7SL791P,0.018260671,0.001339151,1.613717274,0.000829855,0.999337872,0.999996842
RN7SL792P,0.083518939,-0.127344034,0.828359788,-0.153730343,0.877822359,0.999996842
RN7SL793P,0.113374719,0.012800773,0.567456458,0.022558158,0.98200272,0.999996842
RN7SL794P,7.224428618,0.390441676,0.136676739,2.856679769,0.004280975,0.052881387
RN7SL795P,0.109082032,0.04915967,0.525078567,0.093623456,0.925408277,0.999996842
RN7SL796P,44.63534797,0.116490956,0.07499938,1.553225579,0.120369252,0.451633393
RN7SL797P,0.611457721,-0.100534435,0.148894682,-0.675205008,0.499545525,0.937632118
RN7SL798P,6.231488737,-0.002255931,0.062405103,-0.036149783,0.971162927,0.999996842
RN7SL799P,17.39423139,0.001932907,0.061213206,0.031576638,0.974809674,0.999996842
RN7SL79P,1.168991324,0.296253919,0.237498304,1.247393826,0.212253129,0.618403833
RN7SL7P,0.723967857,0.170586353,0.157562623,1.082657487,0.278960481,0.714372609
RN7SL800P,2.265746085,0.143938067,0.077095566,1.867008367,0.061900419,0.301885444
RN7SL801P,0.591484836,0.024636184,0.145570612,0.169238723,0.865608873,0.999996842
RN7SL802P,2.284631134,0.054941172,0.103150443,0.53263147,0.594288713,0.999996842
RN7SL803P,6.430302808,-0.014906041,0.074536587,-0.19998288,0.841493971,0.999996842
RN7SL804P,0.606368079,-0.017275515,0.135695477,-0.127310916,0.898694321,0.999996842
RN7SL806P,1.081670267,-0.142410763,0.351837182,-0.404763255,0.685651541,0.999996842
RN7SL807P,0.993073785,0.181978349,0.160702039,1.132396017,0.257467979,0.684291896
RN7SL808P,0.155363275,0.060691658,0.536183297,0.113191997,0.909878341,0.999996842
RN7SL809P,0.016729249,-0.043358093,1.829586672,-0.0236983,0.981093262,0.999996842
RN7SL810P,0.386750638,0.043800281,0.17209318,0.254514918,0.799097781,0.999996842
RN7SL811P,0.232169897,0.099209258,0.529798693,0.187258404,0.851458035,0.999996842
RN7SL812P,1.999317285,0.08439549,0.104133654,0.810453552,0.41767955,0.866434229
RN7SL813P,1.37444397,0.148975289,0.127510392,1.168338408,0.242670288,0.663981548
RN7SL815P,0.292649772,0.100008129,0.24970459,0.400505771,0.688784033,0.999996842
RN7SL817P,0.147592897,0.048663304,0.415146398,0.117219622,0.906686018,0.999996842
RN7SL818P,0.555586502,0.285463564,0.159854592,1.785770176,0.074136478,0.338116501
RN7SL819P,32.85452417,0.013717747,0.138121569,0.099316474,0.920886999,0.999996842
RN7SL820P,0.61897908,0.076380444,0.118453018,0.644816366,0.519046195,0.952995756
RN7SL822P,0.135616555,-0.060589909,0.617296404,-0.098153672,0.921810269,0.999996842
RN7SL824P,62.74811689,0.115379244,0.050794488,2.271491454,0.023117244,0.163755341
RN7SL826P,0.347039131,0.003034009,0.217180659,0.013969979,0.988853932,0.999996842
RN7SL827P,2.823327371,0.298584267,0.107083576,2.788329244,0.005298067,0.060639515
RN7SL828P,0.205976901,-0.014951678,0.28196664,-0.053026406,0.957710868,0.999996842
RN7SL82P,2.354313194,0.110118098,0.107680374,1.022638515,0.306478792,0.75079787
RN7SL831P,168.5267261,0.066904264,0.043978988,1.521277924,0.128190108,0.468491444
RN7SL832P,70.30410804,-0.026775108,0.090415641,-0.296133589,0.767128064,0.999996842
