,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SP9,1.841412277,-0.165326073,0.142950159,-1.156529477,0.247464649,0.624124617
SPA17,415.3406452,-0.150454397,0.051564972,-2.917763542,0.003525516,0.035319148
SPA17P1,1.105382955,0.006190878,0.212595106,0.029120508,0.97676848,0.999991981
SPAAR,0.064667663,0.09647711,0.93172921,0.103546297,0.917529407,0.999991981
SPACA1,2491.853861,-0.143476887,0.048830035,-2.938291682,0.003300264,0.033718509
SPACA3,3066.798491,-0.020593649,0.046481096,-0.44305428,0.657726474,0.999991981
SPACA4,2590.853366,-0.124289544,0.036731707,-3.383712703,0.000715128,0.011003161
SPACA5,1141.679602,-0.106083987,0.055477957,-1.91218267,0.055852768,0.242157055
SPACA5B,1102.461915,0.022140972,0.05144903,0.430347703,0.666942732,0.999991981
SPACA6,312.7033999,0.103118888,0.08527907,1.209193404,0.226588551,0.591395609
SPACA6P.AS,0.028690858,-0.070740684,1.758003952,-0.040239206,0.967902421,0.999991981
SPACA7,831.0498958,-0.159369854,0.046019083,-3.463125416,0.000533939,0.008807721
SPACA9,1678.837828,0.043760219,0.025415784,1.721773295,0.085110594,0.319157843
SPAG1,1525.048347,0.113648062,0.075992414,1.495518502,0.134779175,0.427889734
SPAG11A,0.137388449,-0.215983674,1.172587894,-0.184194017,0.853861253,0.999991981
SPAG11B,328.2237265,-0.218855515,1.482030186,-0.147672778,NA,NA
SPAG16,100.6290573,-0.21382622,0.065332389,-3.272897636,0.00106451,0.014791666
SPAG16.DT,0.872159824,-0.171319604,0.24200546,-0.707916277,0.478997251,0.8951562
SPAG17,627.5013638,0.106847038,0.09283884,1.150887265,0.249778618,0.627879592
SPAG4,304.0005535,0.042671899,0.077147455,0.553121278,0.580180367,0.977973334
SPAG5,3038.65617,-0.068945304,0.055010606,-1.253309286,0.21009317,0.56289366
SPAG5.AS1,0.315351282,-0.33027987,0.637914109,-0.517749749,0.604632883,0.994320134
SPAG6,3807.240524,-0.079699187,0.038730313,-2.057798707,0.03960946,0.191323762
SPAG7,979.5397692,-0.08226532,0.076990692,-1.068509946,0.285290546,0.677716093
SPAG8,2055.734282,0.078798972,0.039853965,1.977192774,0.048019844,0.21810267
SPAG9,4493.917377,0.147527513,0.0368263,4.00603676,6.17E-05,0.001719051
SPAM1,9.710044273,0.560586508,0.162190511,3.456345905,0.000547552,0.008981147
SPANXA1,13332.94384,0.010562738,0.03832566,0.275604862,0.782851575,0.999991981
SPANXA2,4.252692661,-0.152156312,0.211538436,-0.719284472,0.471965662,0.888770116
SPANXA2.OT1,0.069982262,-0.041728832,1.561471399,-0.026724045,0.978679835,0.999991981
SPANXB1,0.182180365,-0.062794606,0.712838595,-0.088090918,0.929804415,0.999991981
SPANXC,681.1580791,-0.013226948,0.040010808,-0.330584391,0.740958438,0.999991981
SPANXD,330.8541891,-0.003356943,0.035064672,-0.095735747,0.923730449,0.999991981
SPANXN1,106.1176335,-0.237547983,0.434221173,-0.547066789,NA,NA
SPANXN3,563.8026308,0.220095946,0.451769527,0.487186348,NA,NA
SPANXN4,199.5421038,-0.033869829,0.098490474,-0.343889395,0.730929468,0.999991981
SPANXN5,221.7051624,-0.102953855,0.038943853,-2.643648407,0.00820178,0.064075602
SPARC,566.4385158,-0.050211779,0.034919167,-1.437943183,0.150450176,0.46005914
SPARCL1,1007.616536,-0.233162828,0.077808066,-2.996640857,0.002729721,0.029251337
SPART,2195.013285,0.062335964,0.057709041,1.080176736,0.280063486,0.67038257
SPART.AS1,256.5892211,0.22734486,0.081038642,2.805388321,0.005025599,0.045378185
SPAST,1420.16335,-0.026567588,0.034138265,-0.778234869,0.436430564,0.854314642
SPATA1,49768.70551,-0.026329034,0.041113997,-0.640391006,0.521918429,0.932901693
SPATA12,2738.040657,0.098332394,0.041101707,2.392416282,0.016737846,0.104889798
SPATA13,789.6110584,-0.121840079,0.037985665,-3.207527834,0.001338811,0.017528041
SPATA13.AS1,0.298111052,0.0967153,0.31320496,0.308792363,0.757479479,0.999991981
SPATA16,494.9056232,0.257175701,0.148748825,1.72892593,0.083822352,0.316305444
SPATA17,0.669391208,-0.249727349,0.34983886,-0.713835362,0.47532899,0.891778324
SPATA17.AS1,0.705924588,-0.141496503,0.220362775,-0.642107104,0.520803644,0.93165783
SPATA18,20756.20943,0.266513856,0.136662981,1.950153982,0.051157769,0.228123762
SPATA19,362.4650751,-0.000445161,0.062393096,-0.007134773,0.994307323,0.999991981
SPATA2,93.37561247,-0.291289287,0.067549327,-4.312245617,1.62E-05,0.000629281
SPATA20,3830.785321,0.053820799,0.047626563,1.130058415,0.258451611,0.640452309
SPATA20P1,6.863328337,0.169940182,0.123203023,1.37935075,0.167786636,0.491321659
SPATA21,52.60963439,-0.449884779,0.08896933,-5.056627694,4.27E-07,3.41E-05
SPATA22,1401.227333,0.106690879,0.051760636,2.061235872,0.039280543,0.190396197
SPATA24,313.5775693,0.047754366,0.063689789,0.749796267,0.453377417,0.871105541
SPATA25,1180.227938,0.035345507,0.072677428,0.486334039,0.626730349,0.999991981
SPATA2L,615.451539,0.101119107,0.082283498,1.228911136,0.219105126,0.57872712
SPATA2P1,55.89264747,-0.181053236,0.086459359,-2.094084868,0.036252421,0.180869034
SPATA3,8.440882341,0.287661487,0.117866763,2.440564927,0.01466431,0.095627193
SPATA3.AS1,0.04775505,0.01344723,0.984446076,0.013659691,0.989101482,0.999991981
SPATA31A1,21.55646934,-0.009914648,0.046235981,-0.21443576,0.830207258,0.999991981
SPATA31A3,0.032078919,-0.051862452,2.869135135,-0.018075988,0.985578234,0.999991981
SPATA31A5,14.96846624,0.031879977,0.069160353,0.460957404,0.644829166,0.999991981
SPATA31A6,3710.647877,-0.037201597,0.074631107,-0.49847307,0.618150646,0.999991981
SPATA31B1P,0.100237684,-0.145091899,0.781091175,-0.185755394,0.852636586,0.999991981
SPATA31C1,0.079617419,-0.096566167,0.80526151,-0.119919015,0.904547301,0.999991981
SPATA31C2,3950.901987,-0.04956667,0.034378671,-1.441785541,0.149362883,0.457724115
SPATA31D1,3.183743235,0.075952081,0.088799891,0.855317281,0.392375523,0.809552379
SPATA31D2P,0.193157374,-0.155332693,0.596474156,-0.260418145,0.794541248,0.999991981
SPATA31D3,638.9701881,-0.063358687,0.031256146,-2.027079305,0.042654303,0.201442085
SPATA31D4,15.93549641,0.076564646,0.064994019,1.178026018,0.238786234,0.610492884
SPATA31D5P,0.752045645,-0.078789521,0.152644439,-0.516163714,0.605740071,0.995223952
SPATA31E1,52.06780614,0.148324985,0.130503935,1.136555654,0.255724087,0.636892543
SPATA31E2P,0.42996436,-0.105660777,0.217605811,-0.485560457,0.627278839,0.999991981
SPATA32,1.185170428,0.072017789,0.18351376,0.392438088,0.694734548,0.999991981
SPATA33,30512.67708,0.108510064,0.039931983,2.717372284,0.006580255,0.055069842
SPATA4,13.63299396,-0.313721939,0.158642662,-1.977538288,0.047980817,0.218010839
SPATA41,598.1968292,-0.082748195,0.052597778,-1.573226056,0.115666484,0.387594743
SPATA42,1.299977527,-0.092550915,0.259242863,-0.357004678,0.721088304,0.999991981
SPATA45,1135.505582,0.065544997,0.063883461,1.026008863,0.304887406,0.705238461
SPATA46,1119.813926,0.220319445,0.068103384,3.235073396,0.001216115,0.016352651
SPATA48,211.3721283,0.084295024,0.122584044,0.687650867,0.491672668,0.906610552
SPATA5,158.5511677,-0.073533789,0.051294374,-1.4335644,0.151696609,0.462228021
SPATA5L1,189.0041062,0.016993267,0.078326298,0.216954814,0.828243559,0.999991981
SPATA6,181.1807219,-0.332108282,0.074521433,-4.456547163,8.33E-06,0.000370839
SPATA6L,2920.412845,0.030016397,0.03966135,0.756817316,0.449159317,0.866930336
SPATA8,0.12971097,-0.08942732,0.735858988,-0.121527795,0.903273001,0.999991981
SPATA8.AS1,0.476187383,0.069003314,0.258025862,0.267427896,0.789139723,0.999991981
SPATA9,1804.749997,-0.066506956,0.036855271,-1.804543952,0.071146076,0.283596957
SPATC1,140.546601,-0.00284617,0.091585728,-0.031076568,0.975208477,0.999991981
SPATC1L,167.7555438,0.116562258,0.067725023,1.721110638,0.085230749,0.319468047
SPATS1,987.7617308,0.590930199,0.106403703,5.553661972,2.80E-08,3.77E-06
SPATS2,457.0570646,0.045847484,0.080182283,0.571790701,0.567463778,0.969509062
SPATS2L,0.0975342,-0.25140334,3.186022384,-0.078908215,0.937105629,0.999991981
SPC24,3314.478645,-0.013765637,0.067088638,-0.205185809,0.837426956,0.999991981
SPC25,136.3603282,0.154917345,0.081216818,1.907453994,0.056461823,0.244045615
SPCS1,30004.83745,-0.016787137,0.033561552,-0.500189532,0.616941629,0.999991981
SPCS2,60.15574756,-0.557583371,0.106345987,-5.243106832,1.58E-07,1.56E-05
SPCS2P1,0.327187096,-0.38013768,0.375406824,-1.012601943,0.311250331,0.713925315
SPCS2P2,13.22765,-0.062783704,0.130329048,-0.481732238,0.629996172,0.999991981
SPCS2P3,1.064288123,-0.362294202,0.336366693,-1.077081083,0.281444043,0.672090623
SPCS2P4,1.436119394,0.004081433,0.21207928,0.019244845,0.984645783,0.999991981
SPCS3,8091.35774,0.006917234,0.031374512,0.220473027,0.825502777,0.999991981
SPDEF,207.1550659,-0.093817894,0.09169622,-1.023138076,0.306242566,0.707431924
SPDL1,632.7432983,-0.016659147,0.039801907,-0.418551488,0.67554395,0.999991981
SPDYA,2921.47092,-0.040566564,0.043041187,-0.942505703,0.345933793,0.756276525
SPDYC,0.115057012,-0.247359212,1.01338381,-0.244092327,0.807159315,0.999991981
SPDYE1,672.3513487,-0.07450093,0.08307771,-0.896761957,0.369845952,0.78442533
SPDYE10P,0.08907319,-0.125745132,0.738402827,-0.170293406,0.864779397,0.999991981
SPDYE12P,60.32763002,0.301124533,0.175276915,1.717993116,0.085797871,0.320594172
SPDYE16,1309.183372,0.090540548,0.061557825,1.470821108,0.141339502,0.441343258
SPDYE17,51.39327478,-0.333969885,0.173619662,-1.923571795,0.054408279,0.237591246
SPDYE18,37.31096785,-0.05759929,0.080749549,-0.713307894,0.475655254,0.891978652
SPDYE19P,0.128752954,-0.145856609,0.689569999,-0.211518206,0.832482927,0.999991981
SPDYE2,1773.24406,-0.107986891,0.620387548,-0.174063601,NA,NA
SPDYE20P,22.97976772,-0.610063202,0.137063801,-4.450943272,8.55E-06,0.000379194
SPDYE22P,122.3631772,-0.122137154,0.064440365,-1.895351697,0.058045823,0.248452415
SPDYE2B,43.69474812,-0.2233895,0.066905803,-3.338865841,0.000841212,0.01235803
SPDYE3,18.37483193,0.070696152,0.252445397,0.280045322,0.779442734,0.999991981
SPDYE4,8.989661098,-0.212139372,0.104362122,-2.032723829,0.042080432,0.199544917
SPDYE5,1758.857687,0.042925757,0.080096959,0.535922431,0.592012161,0.986581341
SPDYE6,0.082852991,0.018945335,0.935030139,0.020261737,0.983834579,0.999991981
SPDYE7P,487.5045062,-0.067049419,0.134749226,-0.497586675,0.618775398,0.999991981
SPDYE8P,1.459957418,0.1574668,0.239602289,0.657200732,0.511051855,0.922966976
SPECC1,153646.4356,0.259582361,0.132020337,1.966230112,0.049272036,0.222087625
SPECC1L,4.102341572,-0.307586406,0.1667185,-1.844944655,0.06504559,0.268180021
SPECC1L.ADORA2A,36.01273143,-0.04293884,0.10571599,-0.40617167,0.684616469,0.999991981
SPECC1P1,2.089895983,0.083361462,0.154497368,0.539565579,0.58949666,0.984319312
SPECC1P2,358.0666534,0.052273483,0.046571644,1.122431574,0.261678986,0.644933261
SPEF1,2024.210797,-0.010885305,0.053111233,-0.204952974,0.837608867,0.999991981
SPEF2,324.0037502,0.175678474,0.081141592,2.165085385,0.030381147,0.159583629
SPEG,10.32048263,-0.39934728,0.120646888,-3.310050389,0.000932792,0.013375657
SPEM1,1.798491229,-0.114423717,0.142744702,-0.801596945,0.422786145,0.841328354
SPEM2,89.584015,-0.724624904,0.182469659,-3.971207641,7.15E-05,0.001937516
SPEN,5408.584537,0.027807839,0.039206596,0.709264304,0.478160476,0.894553948
SPESP1,2.786729319,-0.001947487,0.086415675,-0.022536265,0.982020184,0.999991981
SPG11,3932.561143,-0.024701685,0.029641734,-0.833341423,0.404652201,0.821723108
SPG21,1099.310422,-0.078622003,0.026054378,-3.017611999,0.002547749,0.027659341
SPG7,21548.52107,0.00563158,0.069205534,0.081374705,0.935143965,0.999991981
SPHK1,3.710435461,-0.279043783,0.122185986,-2.283762579,0.022385488,0.128875923
SPHK2,1051.936028,-0.139839957,0.043805795,-3.192270704,0.00141159,0.01816625
SPHKAP,704.0672211,-0.014955542,0.029906934,-0.500069391,0.617026218,0.999991981
SPI1,936.9332792,0.136375311,0.071207303,1.915187155,0.05546864,0.241010998
SPIB,0.606357632,0.009087369,0.176112721,0.051599732,0.958847633,0.999991981
SPIC,2914.089069,0.035003731,0.025740827,1.359852646,0.173876559,0.502343767
SPICE1,2647.845836,-0.075313228,0.072233055,-1.042642159,0.297114056,0.693858097
SPIDR,24.83862006,0.0457861,0.142022062,0.322387233,0.747159355,0.999991981
SPIN1,119.7751058,0.347026558,0.098030669,3.5399795,0.000400158,0.007077669
SPIN2A,111.5552017,0.065015781,0.083322743,0.780288526,0.435221065,0.853337586
SPIN2B,1031.195949,-0.310396019,0.132148749,-2.348838121,0.018832092,0.113965949
SPIN3,1.531523517,0.288132022,0.180592402,1.595482531,0.110604373,0.377361641
SPIN4,70.95832786,-0.198025762,0.083583761,-2.369189419,0.017827121,0.109678427
SPIN4.AS1,0.619246482,0.107771601,0.168898186,0.638086193,0.523417574,0.934140797
SPINDOC,31350.90126,0.017940192,0.035898317,0.499750227,0.617250961,0.999991981
SPINK1,544.9150261,0.263095495,0.103320796,2.546394383,0.010884214,0.078020363
SPINK13,1.797362283,-0.262710726,0.136333752,-1.92696762,0.053983665,0.236271113
SPINK14,0.559643334,-0.173729669,0.219091106,-0.792956283,0.427803293,0.845893777
SPINK2,665.9011776,-0.072879132,0.042456391,-1.716564477,0.086058778,0.321226124
SPINK4,507.6489107,0.045663193,0.038710296,1.179613626,0.238153921,0.609503665
SPINK5,18.23919842,-0.082890903,0.180649733,-0.458848743,0.646342789,0.999991981
SPINK6,1894.64033,-0.113147004,0.042830906,-2.641713983,0.008248768,0.064298233
SPINK7,0.380649605,-0.118036915,0.371543916,-0.317693037,0.750717794,0.999991981
SPINK8,0.824829163,0.008923537,0.144636409,0.061696341,0.950804654,0.999991981
SPINK9,3.591623717,-0.173083951,0.117803882,-1.469255067,0.141763619,0.442349814
SPINT1,521.3314309,0.36951181,0.100296189,3.684205884,0.000229417,0.00471484
SPINT1.AS1,2.464396424,-0.023689747,0.102104421,-0.2320149,0.816526441,0.999991981
SPINT2,820.8692798,0.184035506,0.076470144,2.406632127,0.016100379,0.102076115
SPINT3,518.0657104,0.140359033,0.087995541,1.595069831,0.110696621,0.37748883
SPINT4,21.22486916,-0.016011133,0.065229155,-0.245459758,0.806100463,0.999991981
SPINT5P,63.86955485,-0.09318722,0.092875347,-1.003357975,0.315688173,0.719123803
SPIRE1,305.9931626,0.046059386,0.059729317,0.771135312,0.440626732,0.858348565
SPIRE2,1.276661826,0.180229542,0.259806617,0.693706512,0.487866281,0.903668791
SPN,36.14782603,0.011518058,0.150044351,0.076764358,0.938811005,0.999991981
SPNS1,7272.142481,0.503478413,0.080158354,6.28104732,3.36E-10,9.78E-08
SPNS2,11005.25983,0.281076245,0.061510478,4.569566915,4.89E-06,0.000243129
SPNS3,1305.33808,-0.182649246,0.061315668,-2.978834798,0.002893467,0.030480018
SPO11,0.360575141,-0.115162541,0.301882804,-0.381480957,0.702846399,0.999991981
SPOCD1,3.043044232,0.457185515,0.280425225,1.630329494,0.103031877,0.360980097
SPOCK1,0.355766547,-0.008864381,0.390751088,-0.022685492,0.981901148,0.999991981
SPOCK2,3034.259186,0.023990495,0.059287796,0.404644743,0.685738665,0.999991981
SPOCK3,3596.576406,-0.118933336,0.051512592,-2.308820641,0.020953536,0.123160465
SPON1,0.905894077,-0.37912134,0.141576922,-2.677847029,0.007409705,0.059670605
SPON2,1985.392825,0.047882623,0.028084114,1.704971811,0.088199682,0.326169046
SPOP,1099.699842,-0.020565954,0.02761503,-0.744737729,0.456430286,0.874122947
SPOPL,0.218760624,0.011985623,0.6147246,0.019497549,0.984444192,0.999991981
SPOUT1,1465.7153,-0.037692406,0.040912994,-0.921282017,0.356903208,0.768362756
SPP1,5.705222986,0.119921561,0.49762074,0.240989877,0.809562963,0.999991981
SPP2,2210.613116,-0.188931041,0.068372276,-2.763269759,0.005722545,0.049897206
SPPL2A,2.290195747,0.158063618,0.121354277,1.302497294,0.192746443,0.534686329
SPPL2B,2837.337865,-0.174255522,0.047778198,-3.647176485,0.000265138,0.005245124
SPPL2C,7.3080288,-0.176194344,0.252663647,-0.697347426,0.485585394,0.901653277
SPPL3,1590.155653,-0.022646512,0.038005421,-0.595875827,0.551258183,0.956230865
SPR,1064.796898,0.02587653,0.027762092,0.932081409,0.351294455,0.762043799
SPRED1,492.9932933,0.042818173,0.545439002,0.07850222,0.937428564,0.999991981
SPRED2,1809.085072,-0.240223531,0.068639218,-3.499799931,0.000465607,0.00796388
SPRED3,147.3190741,-0.025869669,0.06270367,-0.412570258,0.679921495,0.999991981
SPRN,0.415440083,-0.009281455,0.176272597,-0.052653988,0.9580076,0.999991981
SPRR1A,2.123113061,0.481972782,0.129086595,3.733716743,0.000188675,0.004062405
SPRR1B,0.923297373,0.277470869,0.271703794,1.021225595,0.307147569,0.708393076
SPRR2B,796.904553,-0.04140388,0.05073847,-0.816025383,0.414485618,0.832351138
SPRR2C,199.2715755,-0.045146322,0.071549484,-0.630980409,0.528053334,0.938318775
SPRR2D,2420.601592,-0.01646436,0.029317927,-0.561579944,0.574402248,0.97396282
SPRR2E,7896.93931,0.030673108,0.048001525,0.63900279,0.522821117,0.93369928
SPRR2F,6102.004721,-0.122514792,0.048693748,-2.51602717,0.011868603,0.082706802
SPRR2G,132.5554031,-0.036853045,0.377028732,-0.097745986,0.922133999,0.999991981
SPRR3,1337.737321,-0.049272312,0.039287092,-1.254160323,0.209783738,0.562416539
SPRR4,2244.260871,-0.148350994,0.029127205,-5.093210784,3.52E-07,2.94E-05
SPRTN,604.4274446,-0.051439542,0.029196407,-1.761844918,0.078095503,0.30153397
SPRY1,29.28701311,-0.128143998,0.05488897,-2.334603797,0.019564128,0.11699113
SPRY2,1985.776812,0.013322118,0.03190385,0.417570872,0.676260897,0.999991981
SPRY3,3218.241398,0.010781941,0.047252868,0.228175374,0.819509905,0.999991981
SPRY4,40232.69857,-0.005526003,0.032553872,-0.169749497,0.865207146,0.999991981
SPRY4.AS1,2.223093234,-0.001704436,0.221297118,-0.007702026,0.993854733,0.999991981
SPRYD3,2095.732254,0.4614138,1.022391318,0.451308409,NA,NA
SPRYD4,0.10862424,-0.039235657,0.734378902,-0.053426994,0.957391698,0.999991981
SPRYD7,428.7183558,-0.080029395,0.041218851,-1.941572714,0.052188849,0.230915236
SPRYD7P1,0.194752373,-0.196508831,0.433320674,-0.453495166,0.650192223,0.999991981
SPSB1,483.5772506,0.088954828,0.096422872,0.922549045,0.35624226,0.767605163
SPSB2,3346.013551,0.056365058,0.048276967,1.167535208,0.242994298,0.617122461
SPSB3,397.3999404,-0.023913125,0.056193926,-0.425546436,0.670438378,0.999991981
SPSB4,571.3107539,-0.096813,0.063129929,-1.533551546,0.125140016,0.407542743
SPTA1,4238.698062,0.453102426,0.09337674,4.852412132,1.22E-06,8.02E-05
SPTAN1,0.116960758,-0.171269638,1.262817963,-0.135624962,0.892117771,0.999991981
SPTB,2331.851625,-0.088802925,0.044290739,-2.004999835,0.044963065,0.208406572
SPTBN1,18.55735151,-0.095805156,0.139621329,-0.686178514,0.492600545,0.907603389
SPTBN2,536.7939281,-0.166648024,0.094884442,-1.756326124,0.079032739,0.304139601
SPTBN5,317.0406966,-0.247866343,0.571427628,-0.433766816,NA,NA
SPTLC1,4910.923029,-0.001374937,0.047896729,-0.028706277,0.97709885,0.999991981
SPTLC1P1,8.45281748,-0.182238723,0.10078711,-1.808155069,0.070582369,0.282403504
SPTLC1P2,0.057932786,-0.043150583,0.89525906,-0.04819899,0.961557655,0.999991981
SPTLC1P3,0.416238433,-0.341341457,0.30483779,-1.119747839,0.262821233,0.64669422
SPTLC1P4,0.048053999,-0.004193257,1.23040865,-0.003408019,0.997280799,0.999991981
SPTLC1P5,0.841279596,-0.151355404,0.206646829,-0.732435166,0.463903001,0.881636282
SPTLC2,112.0939873,-0.050664014,0.095587913,-0.530025315,0.596094379,0.989466373
SPTLC3,243.6881059,-0.140065593,0.08964205,-1.562498777,0.118170534,0.393155436
SPTSSA,1106.636521,0.040863301,0.05158239,0.7921948,0.4282471,0.84605627
SPTSSB,4290.554343,0.031529938,0.032755546,0.962583206,0.335756729,0.744845838
SPTY2D1,25.11784579,-0.384972116,0.140258198,-2.744738795,0.006055908,0.051881457
SPTY2D1OS,25.82405705,-0.013051557,0.092143373,-0.141644014,0.8873612,0.999991981
SPX,790.3994398,0.141074935,0.087803208,1.606717325,0.108116391,0.372525889
SPZ1,3.643014706,-2.427666798,0.326103815,-7.444459966,NA,NA
SQLE,635.5292562,0.435218264,0.14388004,3.024868933,0.002487409,0.027191031
SQOR,3725.705812,0.507326908,0.614019322,0.826239321,0.408668347,0.826295175
SQSTM1,1634.326915,-0.19672841,0.072249343,-2.722909342,0.006470981,0.054417275
SQSTM1P1,18.5664049,-0.090527668,0.050874298,-1.77943818,0.075167952,0.294249148
SRA1,0.165241341,-0.126635333,0.641310869,-0.197463258,0.843465032,0.999991981
SRBD1,3341.946335,-0.110997782,0.038157828,-2.908912494,0.003626884,0.03599822
SRC,2942.566174,0.047656167,0.053262885,0.894734993,0.370928768,0.786146525
SRCAP,2373.04514,0.291352224,0.080937128,3.599735152,0.000318541,0.006006856
SRCIN1,10.08641789,0.183149298,0.098591701,1.857654313,0.06321812,0.263409758
SRD5A1,1368.328127,-0.080883565,0.055899279,-1.446951854,0.147910409,0.455077742
SRD5A1P1,23.01343611,0.002818432,0.091434041,0.030824759,0.975409295,0.999991981
SRD5A2,21.9571051,-0.046887396,0.067126818,-0.698489779,0.484870948,0.900952093
SRD5A3,1334.261016,0.07370318,0.042194355,1.74675452,0.080679929,0.308735904
SRD5A3.AS1,13.50544846,0.099159604,0.12002462,0.826160531,0.408713034,0.826309537
SRD5A3P1,2.55108442,-0.015174783,0.219207267,-0.06922573,0.944809943,0.999991981
SREBF1,9939.024919,-0.102837367,0.064093455,-1.604490923,0.108605884,0.373639745
SREBF2,2854.554741,0.086922086,0.061752197,1.407595024,0.159251022,0.476560739
SREBF2.AS1,690.1495876,0.422737146,0.096445521,4.383170316,1.17E-05,0.000488261
SREK1,703.0446649,-0.095752122,0.086738249,-1.103920398,0.26962767,0.656723733
SREK1IP1,1235.139998,-0.072548755,0.026882171,-2.698768458,0.006959658,0.05714479
SREK1IP1P1,0.751634102,-0.076060582,0.16758701,-0.453857264,0.649931565,0.999991981
SREK1IP1P2,0.688806292,-0.002740126,0.155806224,-0.017586758,0.985968521,0.999991981
SRF,7949.217524,0.222276059,0.065844512,3.375772006,0.000736089,0.011184599
SRFBP1,596.6640254,-0.163181868,0.062444421,-2.613233741,0.008968994,0.068244819
SRGAP1,34.97622188,-0.302432362,0.117108596,-2.582494978,0.009808879,0.072821218
SRGAP2,0.446676941,0.131231186,0.344147523,0.381322477,0.702963977,0.999991981
SRGAP2.AS1,0.067827971,0.014660244,1.331734814,0.011008381,0.99121676,0.999991981
SRGAP2B,876.8295003,-0.098015939,0.047395819,-2.068029235,0.038637274,0.188328277
SRGAP2C,25796.1909,-0.073744667,0.063193937,-1.166957946,0.243227353,0.617533758
SRGAP2D,0.268022466,-0.172545956,0.391056499,-0.441230248,0.659046317,0.999991981
SRGAP3,1746.842413,0.252835515,0.06558816,3.85489566,0.000115779,0.002807993
SRGAP3.AS1,25.34903149,-0.024479395,0.073873245,-0.331370246,0.740364837,0.999991981
SRGAP3.AS2,0.059606913,0.030111605,1.025699201,0.02935715,0.976579747,0.999991981
SRGAP3.AS3,0.084447764,-0.150710717,0.696954305,-0.216241892,0.828799201,0.999991981
SRGAP3.AS4,8.043492386,0.007625576,0.236361782,0.032262305,0.974262869,0.999991981
SRGN,196.8058786,0.580427363,0.121778341,4.76626104,1.88E-06,0.000112132
SRGNP1,134.181195,-0.144584056,0.056196286,-2.572840072,0.010086781,0.07423372
SRI,359.6100041,-0.148472431,0.038340456,-3.872474307,0.000107736,0.002653191
SRIP1,0.052330759,0.093696618,1.502632121,0.062354995,0.950280134,0.999991981
SRIP2,0.0233369,-0.072020883,3.424602139,-0.021030438,0.983221375,0.999991981
SRIP3,0.236240349,-0.007344911,0.394242131,-0.018630457,0.985135906,0.999991981
SRL,1788.266071,-0.123234414,0.042708006,-2.885510822,0.00390779,0.037914506
SRM,2028.219177,0.042825665,0.040593716,1.05498263,0.291433269,0.686492959
SRMP1,12.78746696,-0.104238768,0.111158806,-0.93774638,0.348374762,0.758787073
SRMP2,0.320750361,-0.094840581,0.3318256,-0.285814539,0.775020172,0.999991981
SRMS,1.106174973,0.088658899,0.18080129,0.490366516,0.623874566,0.999991981
SRP14,598.5481721,-0.044322507,0.044711853,-0.991292105,0.321542967,0.726889455
SRP14.AS1,9.034172884,-0.321006039,0.171773199,-1.868778371,0.061653655,0.259164715
SRP14P1,1.312518729,-0.898522259,0.255149065,-3.52155811,0.000429019,0.00749285
SRP14P2,0.436040903,-0.244039531,0.489263405,-0.498789668,0.617927567,0.999991981
SRP14P3,9.589920504,0.448274608,0.288629204,1.553115911,0.120395446,0.39784385
SRP14P4,0.055659059,-0.002629271,0.865901568,-0.003036455,0.997577263,0.999991981
SRP19,10.58732578,0.125070146,0.387159345,0.32304566,NA,NA
SRP54,3153.472946,-0.080541693,0.651671974,-0.123592385,NA,NA
SRP54.AS1,66.61959684,-0.253698562,0.07225191,-3.511305966,0.000445911,0.007721943
SRP68,10126.41438,-0.289104164,0.049775997,-5.808103907,6.32E-09,1.07E-06
SRP68P1,5.529306741,-0.045651748,0.184167931,-0.247881093,0.804226409,0.999991981
SRP68P2,12.26337537,-0.225605176,0.09076883,-2.485491732,0.012937259,0.087727636
SRP68P3,1.603972011,-0.139613159,0.166996727,-0.836023327,0.40314178,0.820434531
SRP72,336.4829094,0.02026166,0.046428265,0.436407875,0.662540826,0.999991981
SRP72P1,0.109334763,-0.198424406,0.879396487,-0.225637024,0.821483742,0.999991981
SRP72P2,55.85940695,-0.025509659,0.388654235,-0.06563587,NA,NA
SRP9,833.1013424,-0.044575425,0.035543284,-1.254116688,0.209799596,0.562416539
SRP9P1,41.28360296,-0.203531545,0.077425539,-2.628739161,0.008570207,0.066108242
SRPK1,8462.990387,-0.043792109,0.075086191,-0.583224539,0.559742154,0.963017036
SRPK2,431.1741551,0.295381125,1.189244337,0.248377155,NA,NA
SRPK2P,0.094684671,-0.03741344,0.580839321,-0.064412719,0.948641603,0.999991981
SRPK3,8.061829567,0.039732559,0.06893824,0.57635006,0.564378593,0.966565052
SRPRA,0.350847902,0.067608452,0.336655851,0.200823636,0.840836481,0.999991981
SRPRB,1063.019698,0.166834667,0.104419294,1.597737931,0.110101313,0.376148576
SRPX,223.6734229,-0.133173531,0.362854459,-0.367016382,NA,NA
SRPX2,365.0153233,0.051663339,0.073879554,0.699291426,0.484369924,0.900570409
SRR,902.7148392,0.341273081,0.139400727,2.448144205,0.014359417,0.094246888
SRRD,3.333036987,0.016594526,0.096426198,0.172095619,0.863362357,0.999991981
SRRM1,820.6792449,0.077538405,0.054467074,1.423583083,0.154567196,0.467452175
SRRM1P2,0.858111338,0.112048367,0.137128277,0.817106212,0.413867733,0.831729913
