,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
COX6CP2,1.377831129,0.373072831,0.168166708,2.218470202,0.026522789,0.145012099
COX6CP3,30.09672062,-0.082840129,0.099462559,-0.83287751,0.404913815,0.822001756
COX6CP4,0.981892418,0.132195698,0.174206377,0.758845343,0.447945078,0.866020726
COX6CP5,0.063938531,-0.094503241,0.917565697,-0.102993433,0.917968183,0.999991981
COX6CP6,8.676642488,-0.050078248,0.135828149,-0.368688293,0.712360076,0.999991981
COX6CP7,0.112469414,0.047216934,0.586098989,0.080561364,0.935790793,0.999991981
COX7A1,14.56985907,-0.046253028,0.076909318,-0.601396931,0.547575642,0.95340193
COX7A2,1716.234072,0.027041892,0.029340903,0.921644859,0.356713851,0.768050202
COX7A2L,1415.840868,-0.01795687,0.028852107,-0.622376375,0.533694411,0.942541973
COX7A2P2,2.220373942,0.027856272,0.097828696,0.28474541,0.775839198,0.999991981
COX7B,1408.368153,-0.047485056,0.032348348,-1.467928302,0.1421237,0.442916957
COX7B2,390.9405525,0.077832655,0.047716254,1.631156019,0.102857403,0.360623157
COX7BP2,0.814008376,0.066435368,0.146753575,0.45270017,0.650764657,0.999991981
COX7C,857.7057419,0.0674755,0.061290492,1.100913023,0.270934514,0.658457216
COX7CP1,0.1163496,0.017809861,0.614808338,0.028968151,0.976889992,0.999991981
COX8A,136.6576862,-0.087131473,0.064117805,-1.35892789,0.17416944,0.502759747
COX8C,1565.166045,0.008528933,0.031570173,0.270157933,0.787038754,0.999991981
CP,2389.449481,0.534466423,0.149968204,3.563864941,0.000365434,0.006646045
CPA1,6.086028399,-0.388461568,0.123453138,-3.146631785,0.001651628,0.020431186
CPA2,5259.960579,0.061664792,0.043379355,1.421523957,0.155164494,0.468647177
CPA3,5157.179099,-0.015905291,0.033295989,-0.477693904,0.632868083,0.999991981
CPA4,28.72030466,0.201978544,0.335219985,0.602525365,NA,NA
CPA5,156.6319032,0.35533751,0.127243247,2.792584435,0.005228882,0.04675417
CPA6,99.89833124,0.124420796,0.081643843,1.523945853,0.127522238,0.412329843
CPAMD8,2909.37945,-0.061121461,0.028167108,-2.169958737,0.030009972,0.158279502
CPB1,1604.84103,-0.120538303,0.045463379,-2.651327383,0.008017608,0.063098922
CPB2,1863.893722,0.08619868,0.042854218,2.011439787,0.044279024,0.206147344
CPB2.AS1,1.38169369,-0.079282976,0.136750353,-0.579764322,0.562073561,0.964432364
CPD,2009.763139,-0.024585284,0.044398174,-0.5537454,0.5797531,0.977737642
CPDP1,5.05251286,0.488716484,0.116910393,4.180265508,2.91E-05,0.000989718
CPE,2.094413085,0.23520794,0.151085574,1.55678623,0.119521248,0.395971069
CPEB1,3013.542893,-0.109089243,0.034833824,-3.131704436,0.001737947,0.021212231
CPEB1.AS1,0.354884173,0.158751791,0.40636031,0.390667559,0.696042981,0.999991981
CPEB2,10196.19396,-0.03992907,0.025929834,-1.539889143,0.123587378,0.404394832
CPEB2.DT,9.224579793,-0.360577809,0.10300896,-3.500450943,0.000464472,0.007948364
CPEB3,3601.660454,0.086572791,0.042185221,2.05220667,0.040149582,0.193261545
CPEB4,1445.007189,0.019781046,0.091617945,0.215907984,0.829059473,0.999991981
CPED1,1324.063376,0.06447636,0.411737076,0.156595954,0.875563291,0.999991981
CPHL1P,120.0361295,0.069594669,0.042268999,1.646470722,0.099666883,0.353861193
CPLANE1,20.62562527,0.003496401,0.541167048,0.006460854,NA,NA
CPLANE2,3549.594504,0.007563701,0.037105148,0.20384507,0.838474571,0.999991981
CPLX1,3569.712656,-0.148491388,0.037830249,-3.925202507,8.67E-05,0.002245393
CPLX2,8555.653931,0.055926631,0.034158195,1.637282981,0.101571355,0.357612417
CPLX3,0.542079073,-0.028197855,0.201236159,-0.140123204,0.888562647,0.999991981
CPLX4,91.81748482,-0.303651139,0.103053827,-2.946529479,0.003213618,0.033041731
CPM,1781.71839,-0.036286038,0.030282594,-1.198247346,0.230820738,0.597908934
CPN1,66.79192208,0.009002627,0.075587687,0.119101768,0.90519473,0.999991981
CPN2,3028.602995,-0.117337899,0.043750284,-2.681991718,0.007318527,0.059128054
CPNE1,0.393320828,-0.086612075,0.21512764,-0.402607842,0.68723674,0.999991981
CPNE2,1026.936496,0.126492353,0.110353062,1.146251409,0.251691142,0.630551591
CPNE3,3002.649897,0.063281952,0.069358706,0.912386566,0.361565259,0.773473612
CPNE4,128.2804396,0.006026777,0.109757355,0.054910008,0.956210159,0.999991981
CPNE5,214.1797967,0.036087439,0.10934668,0.330027752,0.741378993,0.999991981
CPNE6,3153.079318,-0.008699637,0.027992279,-0.310787028,0.755962532,0.999991981
CPNE7,2044.752717,0.077460324,0.04451928,1.739927615,0.081871729,0.311463223
CPNE8,474.300114,0.133812102,0.075849942,1.76416881,0.077703562,0.300554613
CPNE8.AS1,0.656246932,0.412820778,0.211817678,1.948943931,0.051302121,0.228494338
CPNE9,2162.013413,0.179829861,0.08062428,2.230467797,0.025716403,0.141942299
CPO,1403.939984,0.044913632,0.088559017,0.507160457,0.612042238,0.999508982
CPOX,4766.580557,0.05452333,0.027073729,2.013883274,0.04402179,0.205289204
CPPED1,299.323809,0.441718585,0.491025472,0.899583851,0.368341755,0.78234732
CPQ,208.9106226,-0.239185124,0.130712235,-1.829860257,0.067270838,0.273883486
CPS1,3891.513745,0.096607994,0.165160663,0.584933438,0.558592474,0.962044167
CPS1.IT1,3.651787244,0.082610057,0.101064679,0.817397905,0.413701073,0.831567947
CPSF1,3077.028386,-0.064932594,0.043272563,-1.500548844,0.133472291,0.4252549
CPSF1P1,0.252676274,-0.08824018,0.336499249,-0.262229945,0.793144168,0.999991981
CPSF2,404.5010862,-0.183023329,0.078665777,-2.326594042,0.019986882,0.118840102
CPSF3,5744.672487,-0.012062714,0.043750317,-0.275717185,0.782765296,0.999991981
CPSF4,119.9888983,0.180275992,0.136147688,1.324120853,0.185462911,0.523381091
CPSF4L,27.50024282,0.18158271,0.164671805,1.102694601,0.270159812,0.65740148
CPSF6,2188.546273,-0.147416068,0.041899613,-3.518315768,0.000434295,0.007569799
CPSF7,2687.067592,0.037077698,0.033945033,1.092286402,0.274707235,0.663672308
CPT1A,1801.367486,-0.310798528,0.074198808,-4.188726708,2.81E-05,0.000962948
CPT1B,1778.869552,-0.104520057,0.056750054,-1.841761369,0.065510063,0.269328615
CPT1C,64.50144339,0.171733885,0.103261196,1.663101844,0.096292051,0.34613047
CPT2,228.2816501,0.091838974,0.093231258,0.985066347,0.324591482,0.731403552
CPVL,8927.282496,0.018262023,0.029706772,0.614742743,0.538724627,0.94694213
CPVL.AS1,0.135641924,-0.159338547,0.577364941,-0.275975445,0.782566926,0.999991981
CPXCR1,1.233447845,0.227928631,0.215380241,1.058261566,0.28993621,0.684358997
CPXM1,1086.850584,0.173145541,0.075791377,2.284501842,0.022342054,0.12871111
CPXM2,6108.245642,-0.01226561,0.030501962,-0.402125269,0.687591837,0.999991981
CPZ,742.2761502,-0.093937513,0.037525823,-2.50327657,0.012304935,0.084878031
CR1,0.263385137,0.110344257,0.568667707,0.194039957,0.846144596,0.999991981
CR1L,556.7091535,0.001621669,0.053519052,0.030300771,0.975827182,0.999991981
CR2,2563.762561,-0.041358414,0.039323888,-1.051737679,0.292919919,0.688311901
CRABP1,2091.117553,-0.134554482,0.059184884,-2.273460279,0.022998457,0.131447297
CRABP2,3895.489883,-0.038444395,0.026790996,-1.434974463,0.151294375,0.461441579
CRACD,332.982027,-0.27087814,0.120002113,-2.25727809,0.023990704,0.135580812
CRACR2A,3393.980402,-0.062704689,0.029774952,-2.105954305,0.035208322,0.177511813
CRACR2B,2437.85512,-0.077345602,0.052261646,-1.479968733,0.138881591,0.436105946
CRADD,1024.19816,-0.068686059,0.03729311,-1.841789503,0.065505946,0.269328615
CRAMP1,975.7497005,-0.023192561,0.033864238,-0.684868826,0.493426699,0.908259309
CRAT,4678.432981,-0.030507659,0.034947362,-0.872960265,0.382684736,0.799279902
CRB1,35.34072332,0.060182216,0.157300168,0.382594737,0.702020273,0.999991981
CRB2,3541.189921,0.145715056,0.046862821,3.109395764,0.001874704,0.022365525
CRB3,10174.19977,-0.025108244,0.060383785,-0.415811028,0.677548288,0.999991981
CRB3P1,20.19361394,-0.021722749,0.165346682,-0.131376989,0.895477091,0.999991981
CRBN,3446.629513,-0.090516487,0.029748021,-3.042773398,0.002344088,0.026167244
CRCT1,230.7982199,-0.230840127,0.123665629,-1.866647409,0.061950842,0.259982699
CREB1,0.371800661,-0.066501179,0.774158447,-0.085901251,0.931544917,0.999991981
CREB3,77.73697372,0.327757485,0.139768614,2.345000615,0.019027048,0.114726469
CREB3L1,2152.268606,-0.034911815,0.028277294,-1.234623611,0.216970618,0.574641996
CREB3L2,1279.339011,-0.156776622,0.032794217,-4.780617996,1.75E-06,0.000106053
CREB3L2.AS1,7.898890747,-0.061328748,0.12559386,-0.488310086,0.625330219,0.999991981
CREB3L3,630.4984495,-0.19991824,0.099062567,-2.018100736,0.043580771,0.204126368
CREB3L4,12.61691665,0.324375822,0.117941099,2.750320512,0.0059537,0.051245784
CREB5,4179.42542,0.018228874,0.04010181,0.454564867,0.649422315,0.999991981
CREBBP,5817.782327,0.029222878,0.036368811,0.803514798,0.421677247,0.839962192
CREBL2,4045.112925,-0.09347832,0.046111542,-2.027221714,0.042639743,0.201400679
CREBRF,7053.636513,-0.149411496,0.057482379,-2.599257348,0.00934257,0.070209179
CREBZF,2242.397896,-0.026785563,0.040449418,-0.662198966,0.507843717,0.920615658
CREG1,962.6083895,0.030330038,0.068616602,0.442021854,0.658473392,0.999991981
CREG2,1193.385919,0.15602298,0.078100605,1.997717948,0.045747247,0.210781639
CRELD1,30.65893978,0.226170336,0.086502771,2.614602214,0.008933143,0.068061387
CRELD2,0.052244773,-0.098245923,1.73365536,-0.056669812,0.954808222,0.999991981
CREM,6970.323827,0.015126831,0.024806056,0.60980394,0.541991692,0.949215668
CRH,201.3065951,0.108880261,0.109842706,0.991237966,0.321569396,0.726901943
CRHBP,3202.285329,-0.002140754,0.059043413,-0.03625729,0.971077205,0.999991981
CRHR1,307.2551985,0.130008575,0.137629982,0.944623932,0.344850905,0.754978804
CRHR2,7227.561808,0.009218503,0.037328954,0.246953161,0.804944474,0.999991981
CRIM1,1559.127574,-0.055630932,0.025985756,-2.140824091,0.032288226,0.166878492
CRIM1.DT,0.43719489,0.171790364,0.307278296,0.559070935,0.57611331,0.975036581
CRIP1,0.036823153,-0.045359754,1.301085207,-0.034863016,0.972188972,0.999991981
CRIP1P1,0.058103599,0.056077385,2.286414965,0.024526338,0.980432776,0.999991981
CRIP1P2,53.90373443,0.534530688,0.1293222,4.133325056,3.58E-05,0.001142755
CRIP1P3,0.23729478,-0.24743853,0.476505211,-0.519277699,0.603567103,0.993557559
CRIP1P4,4480.892797,0.098078072,0.042527351,2.306235163,0.021097496,0.123568001
CRIP2,12.15987402,-0.653966187,0.210279584,-3.109984212,0.001870973,0.022349488
CRIP3,1591.911696,-0.272300354,0.067390089,-4.040658742,5.33E-05,0.001543252
CRIPT,2115.808328,-0.048448714,0.060155644,-0.805389339,0.420595042,0.839135125
CRISP1,2255.870746,0.158997556,0.048135793,3.303104503,0.000956207,0.013615971
CRISP2,2.527099788,0.109920441,0.444385773,0.247353646,NA,NA
CRISP3,156.0879548,0.217656971,0.274870875,0.791851703,0.428447151,0.846154625
CRISPLD1,0.487577767,0.451585435,0.500663637,0.901973704,0.367070837,0.780634469
CRISPLD2,4233.96759,-0.000230949,0.029003776,-0.007962726,0.993646731,0.999991981
CRK,3145.681351,0.421592423,0.071531192,5.893826291,3.77E-09,6.87E-07
CRKL,2333.38794,0.065750838,0.031833048,2.065489884,0.038876672,0.18907112
CRLF1,421.9291613,0.085238665,0.084544469,1.008211015,0.313353171,0.716009319
CRLF2,562.6681102,0.042600965,0.03064838,1.389990748,0.164531687,0.485181509
CRLF3,2542.102191,-0.073600432,0.034370786,-2.141365964,0.032244537,0.166727034
CRLS1,528.154005,-0.060258772,0.090336072,-0.66705105,0.504739525,0.917593879
CRMP1,666.6876395,-0.033016446,0.072064433,-0.458151746,0.646843424,0.999991981
CRNDE,7.270873066,-0.154603764,0.082464047,-1.874802038,0.060819963,0.256786373
CRNKL1,287.5616233,-0.064122653,0.075875593,-0.845102496,0.398053615,0.81564517
CRNN,2075.09213,0.003253638,0.041592642,0.07822629,0.937648049,0.999991981
CROCC,1544.258605,-0.134589554,0.050235103,-2.679193329,0.007379977,0.059500102
CROCC2,73.63592394,0.055355859,0.064108868,0.863466489,0.387881037,0.804376627
CROCCP1,4.074233835,-0.212255559,0.19505725,-1.088170568,0.276519815,0.665823915
CROCCP2,0.873697295,-0.148568337,0.225602902,-0.658539122,0.510191767,0.922563387
CROCCP3,11.63344126,-0.415963555,0.978166563,-0.425248184,0.670655762,0.999991981
CROCCP4,4.797506783,-0.070876935,0.086725688,-0.817254233,0.413783156,0.831608003
CROCCP5,800.1097661,-0.030873551,0.038902489,-0.793613772,0.427420313,0.845857259
CROT,1616.909338,0.046002681,0.05450973,0.843935213,0.39870561,0.816356955
CRP,5221.113735,-0.020248292,0.027171961,-0.745190697,0.456156446,0.873839142
CRPP1,260.9003249,-0.187770302,0.062028753,-3.027149386,0.002468719,0.027063296
CRPPA,313.5899426,-0.960394902,0.149584271,-6.420427061,1.36E-10,4.77E-08
CRPPA.AS1,2.790239852,-0.055349928,0.139570565,-0.396573074,0.691682312,0.999991981
CRTAC1,3846.863185,0.300122302,0.100666349,2.981356785,0.002869742,0.030285145
CRTAM,4114.233807,-0.032030798,0.052617603,-0.608746815,0.542692271,0.949793269
CRTAP,450.6178855,-0.075211598,0.034660239,-2.169967705,0.030009293,0.158279502
CRTC1,1378.340819,0.042370026,0.025680888,1.649866035,0.098970339,0.352328777
CRTC2,4260.744217,-0.0537355,0.023398846,-2.296502114,0.021647188,0.125979259
CRTC3,5578.50452,0.272966377,0.061573027,4.433213561,9.28E-06,0.000406074
CRTC3.AS1,2.989129372,-0.097212771,0.098214328,-0.98980233,0.322270746,0.727777675
CRX,35198.79686,0.025852871,0.793677776,0.03257351,NA,NA
CRY1,1141.119869,-0.000728639,0.039137953,-0.018617193,0.985146487,0.999991981
CRY2,0.266916805,-0.631231364,0.358160778,-1.762424596,0.077997586,0.301356673
CRYAA,6845.753119,-0.042184351,0.76217864,-0.055347066,NA,NA
CRYAA2,0.017838948,0.014856165,2.970360622,0.005001468,0.996009422,0.999991981
CRYAB,17.13478893,-0.664582618,0.138402854,-4.80179851,1.57E-06,9.71E-05
CRYBA1,2444.832195,0.292051452,0.144461807,2.021651662,0.043212351,0.202974886
CRYBA2,64.3928419,-0.308257226,0.138418582,-2.226993094,0.025947735,0.142856333
CRYBA4,7024.876627,-0.094263661,0.037335422,-2.524778216,0.011577133,0.081212756
CRYBB1,14.56051923,-0.054137979,0.074647289,-0.725250433,0.468298408,0.885674958
CRYBB2,0.313334294,-0.060626906,0.239418485,-0.253225668,0.800093833,0.999991981
CRYBB2P1,1073.686873,-0.0335154,0.03083673,-1.086866217,0.277095938,0.666444672
CRYBB3,27.7328881,-0.001603017,0.051116726,-0.031359927,0.974982499,0.999991981
CRYBG1,1622.982894,-0.077095757,0.06368292,-1.21061907,0.226041432,0.590632606
CRYBG2,1035.407501,0.660411437,0.136223365,4.848004151,1.25E-06,8.14E-05
CRYBG3,3951.358653,-0.040216666,0.0317479,-1.266750446,0.205244536,0.554993615
CRYGA,350.688539,0.519759812,0.701463251,0.740965134,NA,NA
CRYGB,40.39995589,0.319271524,0.336103833,0.949919319,NA,NA
CRYGC,16470.34939,-0.321447686,1.777303352,-0.180862589,NA,NA
CRYGD,803.7100617,-0.048105758,0.029802337,-1.61416061,0.106492594,0.36864778
CRYGEP,4.865586648,-0.131296034,0.101264119,-1.296570149,0.194779129,0.537714723
CRYGFP,1.186967346,-0.047348714,0.133161205,-0.355574388,0.722159327,0.999991981
CRYGGP,0.131573706,-0.088481496,0.462946262,-0.191126926,0.848426153,0.999991981
CRYGN,1031.548277,-0.112398863,0.055681066,-2.01861909,0.043526825,0.203983598
CRYGS,0.061432072,-0.043359762,1.233804775,-0.03514313,0.97196561,0.999991981
CRYL1,1705.548403,0.233610886,0.075673512,3.087089251,0.002021269,0.023514971
CRYM,77.99497003,-0.122190334,0.09534459,-1.281565474,0.199995118,0.54613085
CRYM.AS1,19.03339162,-0.073947556,0.079259089,-0.932985187,0.350827617,0.7615537
CRYZ,4747.197119,0.024477744,0.028975739,0.844766877,0.398241012,0.815862066
CRYZL1,1.458279253,-0.098685589,0.197119059,-0.500639509,0.616624852,0.999991981
CRYZL2P,0.410098008,-0.179174823,0.211621532,-0.846675767,0.39717587,0.814888963
CRYZL2P.SEC16B,0.025465698,-0.07293078,2.519872953,-0.028942245,0.976910653,0.999991981
CRYZP1,31.33346675,-0.096467277,0.423215314,-0.227939004,NA,NA
CRYZP2,5.37101774,-0.328911408,0.132528202,-2.481822008,0.013071255,0.088309063
CS,8805.843181,-0.030742573,0.030114272,-1.020863887,0.307318931,0.708512167
CSAD,4303.943786,0.00455776,0.042780271,0.106538824,0.915154854,0.999991981
CSAG1,4167.88189,0.000770146,0.033341319,0.023098834,0.981571436,0.999991981
CSAG2,0.027848018,-0.093448676,1.919850708,-0.04867497,0.961178323,0.999991981
CSDC2,34706.32955,-0.153850316,0.041394982,-3.716641672,0.000201888,0.00427618
CSDE1,27760.75426,0.006771357,0.030465666,0.222261893,0.824110015,0.999991981
CSE1L,4406.708338,0.011523677,0.044703845,0.257778212,0.796578081,0.999991981
CSE1L.AS1,26.78384035,-0.071983513,0.054619779,-1.317901935,0.187536478,0.526455635
CSF1,11.13973309,-0.238662672,0.154984803,-1.539910152,0.123582256,0.404394832
CSF1R,1395.652034,0.09145975,0.026552983,3.444424644,0.000572276,0.0093033
CSF2,612.2729102,0.009120108,0.074037745,0.12318187,0.901963082,0.999991981
CSF2RA,2559.053755,-0.040573846,0.030590115,-1.326371158,0.184716787,0.522080537
CSF2RB,415.6880415,-0.068018895,0.071908859,-0.945904243,0.344197429,0.754557614
CSF2RBP1,0.56399977,0.156122057,0.274872013,0.567980914,0.570047928,0.971236078
CSF3,7343.369463,-0.014510568,0.021001371,-0.690934342,0.489606803,0.905106353
CSF3R,1378.974151,-0.134267859,0.097433198,-1.378050416,0.168187723,0.492162771
CSGALNACT1,3033.421179,-0.11754977,0.045077797,-2.607708838,0.009115045,0.068948762
CSGALNACT2,906.1342061,-0.157307207,0.082527018,-1.906129787,0.056633369,0.244441787
CSH1,8626.222372,-0.056255726,0.022579363,-2.491466509,0.012721696,0.086841684
CSH2,0.679603293,-0.07056017,0.163719759,-0.430981391,0.666481901,0.999991981
CSHL1,4133.224386,-0.098368837,0.078897101,-1.246799126,0.212471161,0.566410586
CSK,132.7006983,0.316716419,0.089311392,3.546204046,0.000390823,0.006980535
CSKMT,1383.869826,-0.116253209,0.033979103,-3.421314812,0.000623191,0.00991325
CSMD1,1443.233311,-0.093562695,0.024831485,-3.767905662,0.000164623,0.003678941
CSMD2,1218.57577,0.360427634,0.100849778,3.573906061,0.000351695,0.006460378
CSMD2.AS1,29.45632898,0.061817831,0.062255182,0.992974872,0.3207222,0.725694499
CSMD3,15.90902112,-0.112797232,0.148003049,-0.762127763,0.445983754,0.86399942
CSN1S1,52.79949757,0.202129805,0.126881962,1.593053901,0.1111481,0.378397579
CSN1S2AP,0.142343766,0.025139445,0.48650328,0.051673742,0.95878866,0.999991981
CSN2,1921.390347,0.043936929,0.038700956,1.135293101,0.256252532,0.637843185
CSN3,2198.638785,-0.071256474,0.039180909,-1.818652919,0.068964399,0.278524143
CSNK1A1,3233.316722,0.009566821,0.036564374,0.261643239,0.793596505,0.999991981
CSNK1A1L,261.53853,-0.224202561,0.055248793,-4.058053521,4.95E-05,0.00144353
CSNK1A1P1,90.8486716,-0.07934977,0.06181732,-1.283617115,0.199275958,0.545173229
CSNK1A1P3,0.182867693,-0.08498331,0.51687426,-0.164417763,0.869402281,0.999991981
CSNK1D,15021.76776,0.022021013,0.033748614,0.652501236,0.514077876,0.925848389
CSNK1E,0.411909643,0.249412604,0.247725435,1.006810642,0.31402578,0.716945726
CSNK1G1,3165.016864,0.275994916,0.069584436,3.966331167,7.30E-05,0.001965025
CSNK1G2,5994.846445,-0.067405903,0.034700724,-1.942492712,0.052077481,0.230606379
CSNK1G2.AS1,1476.78365,-0.028143079,0.055321893,-0.508715029,0.610951986,0.998572664
CSNK1G2P1,0.068606325,-0.112047722,0.81284185,-0.137846892,0.890361424,0.999991981
CSNK1G3,3515.566594,-0.025629629,0.058100745,-0.44112393,0.65912328,0.999991981
CSNK2A1,1162.744764,0.143279885,0.074125269,1.932942545,0.053243276,0.234180172
CSNK2A2,1422.873874,-0.057643558,0.028928112,-1.992648495,0.046299951,0.212582093
CSNK2A3,0.031364827,-0.074681953,1.23723238,-0.060362107,0.951867238,0.999991981
CSNK2B,0.17456326,0.026593522,0.873799499,0.030434352,0.975720648,0.999991981
CSPG4,16.28212094,0.284021254,0.079738088,3.561927067,0.000368143,0.006683076
CSPG4P10,0.222478231,-0.033411253,0.36523085,-0.09147982,0.92711134,0.999991981
CSPG4P11,0.040842987,0.013612414,1.261530017,0.010790401,0.991390673,0.999991981
CSPG4P12,0.046731763,0.009450916,1.611872313,0.005863316,0.995321778,0.999991981
CSPG4P13,133.674603,0.146604559,0.142369557,1.029746539,0.303129002,0.702252146
CSPG4P1Y,115.1807718,0.057088767,0.080610542,0.708204733,0.478818127,0.894923555
CSPG4P2Y,3.114819356,0.046651266,0.193095751,0.241596542,0.809092802,0.999991981
CSPG4P3Y,514.4686936,0.011120248,0.111875145,0.099398733,0.920821688,0.999991981
CSPG4P4Y,3.719366297,-0.051410495,0.10538964,-0.487813551,0.625681912,0.999991981
CSPG4P5,1.13339619,-0.420633808,0.246113763,-1.709103152,0.087431844,0.32446825
CSPG5,2022.654949,0.102178642,0.937118189,0.109034958,NA,NA
CSPP1,382.038269,0.360753268,0.09587605,3.762704732,0.000168086,0.003727577
CSRNP1,2036.836237,-0.043277118,0.026533854,-1.631015192,0.102887114,0.360690958
CSRNP2,1542.348285,-0.281445143,0.050434229,-5.580439038,2.40E-08,3.32E-06
CSRNP3,64.57746656,-0.063056992,0.126917257,-0.496835447,0.619305096,0.999991981
CSRP1,1340.022182,-0.083067316,0.03632236,-2.286947112,0.02219891,0.12814122
CSRP2,39.84715835,-0.014688759,0.402655651,-0.036479704,0.970899862,0.999991981
CSRP3,11.82245508,-0.625188219,0.323400078,-1.933172749,0.053214921,0.234085064
CSRP3.AS1,1524.318499,0.016126518,0.040247477,0.400683958,0.688652823,0.999991981
CST1,105.6825572,0.267075793,0.305073632,0.875446992,0.38133074,0.798026831
CST11,1854.519145,-0.071377851,0.040851132,-1.74726741,0.080590963,0.308565247
CST12P,0.301115332,-0.21590845,0.459172118,-0.470212458,0.638203234,0.999991981
CST13P,0.74808898,-2.153298383,0.560059974,-3.844763925,0.000120669,0.002905822
CST2,577.7929032,-0.055978778,0.059915845,-0.934290059,0.350154291,0.760549896
CST2P1,5.88804205,-0.098183695,0.125401248,-0.782956286,0.433652783,0.851731166
CST3,5.153288539,-0.13208851,0.606084685,-0.217937384,0.827477899,0.999991981
CST4,9.560140989,-0.082976665,0.095250495,-0.871141559,0.383676865,0.800479727
CST5,1552.001512,-0.056987666,0.039704193,-1.435306002,0.151199918,0.461385059
CST6,1120.933814,-0.060375022,0.062896382,-0.95991248,0.337099265,0.74627247
CST7,963.7246443,0.082546793,0.090522088,0.911896701,0.361823099,0.773617044
CST8,3169.851093,0.183708969,0.069206867,2.654490457,0.007942829,0.062672108
CST9,534.6895836,0.069569546,0.10949851,0.635346965,0.525202149,0.935932677
CST9L,43.95486956,0.129011387,0.088890716,1.45134828,0.146682904,0.452661627
CST9LP1,0.618980096,-0.025622885,0.405234755,-0.063229732,0.949583569,0.999991981
CST9LP2,794.9937496,0.091845647,0.073161874,1.255375811,0.209342366,0.561643554
CSTA,1216.967983,0.048129945,0.03225432,1.492201527,0.135646322,0.429872383
CSTB,2972.154847,0.058213228,0.086251093,0.674927424,0.499721876,0.913464164
CSTF1,117.1347355,0.366934724,0.099001446,3.706357219,0.000210262,0.004417782
CSTF2,5006.213272,-0.072991542,0.043645742,-1.672363406,0.094452684,0.34155607
CSTF2T,0.307090689,-0.198570095,0.673375506,-0.294887612,0.768079736,0.999991981
CSTF3,27.4572668,0.471805327,0.140248467,3.364067621,0.000768027,0.011541318
CSTF3.DT,0.980077375,0.218259112,0.226980031,0.961578477,0.336261387,0.745227652
CSTL1,5811.675489,-0.024119661,0.038442534,-0.627421219,0.530383162,0.939932359
CSTP1,4.132616397,0.187829843,0.095920555,1.958181361,0.050208735,0.225220376
CSTP2,2.025405978,-0.188896834,0.145271027,-1.300306314,0.193496005,0.535746204
CT45A1,0.071611001,0.138390427,0.686716743,0.201524761,0.84028827,0.999991981
CT45A10,0.077580776,-0.042905442,0.661811505,-0.064830305,0.948309112,0.999991981
CT45A11P,0.071653571,-0.123781396,0.829293313,-0.149261298,0.881347453,0.999991981
CT45A2,0.515993564,-0.027684751,0.186713672,-0.148273826,0.882126671,0.999991981
CT45A3,0.222241082,-0.005724894,0.281168635,-0.02036107,0.983755339,0.999991981
CT45A5,0.400538212,0.001022503,0.200165603,0.005108284,0.995924197,0.999991981
CT45A6,25.86195759,-0.150552557,0.071071826,-2.11831559,0.034148349,0.173690129
CT45A7,358.5050162,0.025240949,0.049315935,0.511821365,0.608776036,0.997172222
CT45A8,2.629881578,0.07514701,0.125467116,0.598937893,0.549214301,0.954461937
CT45A9,0.918306163,0.309830445,0.165173803,1.875784419,0.060684888,0.256465195
CT47A1,6.467468741,-0.077219658,0.079592436,-0.970188407,0.331952588,0.740124862
CT47A10,0.051928137,0.120198021,2.3007454,0.052243078,0.958335009,0.999991981
CT47A11,1.333834602,0.18970111,0.135205444,1.403058224,0.160599477,0.478460516
CT47A12,0.166125527,0.153502496,0.421527999,0.364157296,0.715740554,0.999991981
CT47A2,0.062624623,-0.080034982,0.800281408,-0.100008548,0.920337539,0.999991981
CT47A4,1.334931102,0.142748325,0.555958231,0.256760881,0.797363371,0.999991981
CT47A5,3.946072834,0.113631432,0.102675794,1.106701276,0.268423103,0.654825072
CT47A6,0.136020467,-0.112637398,0.433455401,-0.259859256,0.794972341,0.999991981
CT47A7,0.427317812,-0.113135445,0.173134296,-0.653454849,0.513463089,0.925549634
CT47A8,69.7551312,0.061018683,0.08387251,0.727517068,0.466909263,0.883908648
CT47A9,75.47191887,0.168751086,0.077444821,2.178984771,0.0293328,0.15583109
CT47B1,1.256269198,-0.737961309,0.206299817,-3.577130217,0.000347387,0.006403007
CT55,2045.059858,-0.020376923,0.032774732,-0.621726613,0.534121649,0.942840352
CT62,6.672447388,-0.343620547,0.166742899,-2.060780699,0.039323967,0.190527002
CT66,0.327580403,-0.079765701,0.417994975,-0.190829331,0.848659308,0.999991981
CT69,0.252221678,-0.003210252,0.371896037,-0.008632123,0.993112648,0.999991981
CT70,2.07401897,-0.3723867,0.150914318,-2.467537235,0.013604607,0.090766117
CT75,10.44759703,-0.005947096,0.131905065,-0.045086187,0.964038611,0.999991981
CT83,251.0311382,-0.091218689,0.063843324,-1.428789783,0.153064663,0.46472693
CTAG1B,12.26648165,-0.430427291,0.134938784,-3.189796716,0.001423729,0.018243394
CTAG2,854.7867936,0.03474719,0.035002697,0.99270038,0.32085599,0.72580831
CTAGE10P,716.017531,0.048807354,0.04000293,1.220094468,0.222429066,0.584222819
CTAGE11P,2.815111265,0.034868439,0.107359629,0.324781661,0.745346325,0.999991981
